＠|＠|＠|＠|＠|＠|＠|			//552
＠|＠|＠|＠|＠|＠|＠|			//新ドロップキャラ
＠|＠|＠|＠|＠|＠|＠|			//孫悟飯（仮）
＠|＠|＠|＠|＠|＠|＠|			//シャーマンカーン
True Form evolution gains big changes|to its abilities, including massive damage|to Angels and resistance to Knockback.|＠|True Form evolution gains big changes|to its abilities, including massive damage|to Angels and resistance to Knockback.|			//アリババ神帝
＠|＠|＠|＠|＠|＠|＠|			//天使男ジャック
＠|＠|＠|＠|＠|＠|＠|			//558
True Form gains improved defense!|Increased chance of Weaken, and gains|Immunity to Freeze and enemy Warp effects!|＠|True Form gains increased defense!|Increased chance of Weaken, and gains|Immunity to Freeze and enemy Warp effects!|//地獄警官エマ
＠|＠|＠|＠|＠|＠|＠|			//巡音ルカ
＠|＠|＠|＠|＠|＠|＠|			//MEIKO＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコルカ
True Form can only target|Floating enemies and Angels,|but deals more damage to them!|＠|True Form can only target|Floating enemies and Angels,|but deals more damage to them!|			//夏ガチャ・サキ
True Form gains|longer-lasting Surge Attack!|＠|＠|True Form gains|longer-lasting Surge Attack!|＠|			//夏ガチャ・ネコルガ
True Form gains increased|defense and faster movement speed!|＠|＠|True Form gains increased|defense and faster movement speed!|＠|			//夏ガチャ・限定激レア１
True Form gains Behemoth Slayer!|＠|＠|＠|True Form gains Behemoth Slayer!|＠|＠|			//夏ガチャ・限定激レア２
＠|＠|＠|＠|＠|＠|＠|			//チビクロプス
True Form gains improved defense!|Also deals Insane damage to Relics|and gains Sage Slayer!|＠|＠|＠|＠|//イディ:N
True Form evolution gains improved|Defense and Attack Power!|Also gains a wider Wave Attack area!|＠|True Form evolution gains improved|Defense and Attack Power!|Also gains a wider Wave Attack area!|			//石の精霊ゴロー
True Form evolution gains|100% Knockback/Slow|Zombies and Aliens|＠|True Form evolution gains|100% Knockback/Slow|Zombies and Aliens|			//ハロウィンバルス
＠|＠|＠|＠|＠|＠|＠|			//エドモンド本田
＠|＠|＠|＠|＠|＠|＠|			//バイソン
＠|＠|＠|＠|＠|＠|＠|			//バルログ
＠|＠|＠|＠|＠|＠|＠|			//サガット
＠|＠|＠|＠|＠|＠|＠|			//ベガ
＠|＠|＠|＠|＠|＠|＠|			//ネコエドモンド本田
＠|＠|＠|＠|＠|＠|＠|			//ネコバイソン
＠|＠|＠|＠|＠|＠|＠|			//ネコバルログ
＠|＠|＠|＠|＠|＠|＠|			//ネコサガット
＠|＠|＠|＠|＠|＠|＠|			//ネコベガ
＠|＠|＠|＠|＠|＠|＠|			//新キャラクター
＠|＠|＠|＠|＠|＠|＠|			//マジカルミライミク　夏
＠|＠|＠|＠|＠|＠|＠|			//マジカルミライミク　冬
True Form evolution gains improved|defense against Aku enemies, and|better strength improvements!|＠|True Form evolution gains improved|defense against Aku enemies, and|better strength improvement!|			//前田慶次クリスマスver
＠|＠|＠|＠|＠|＠|＠|			//超ネコ５体目
＠|＠|＠|＠|＠|＠|＠|			//ネコ王子
＠|＠|＠|＠|＠|＠|＠|			//アフロディーテバレンタインver
＠|＠|＠|＠|＠|＠|＠|			//メルシュバレンタインver
True Form evolution gains improved |defense! Plus, gains Shield Piercing|vs Aku enemies!|＠|True Form evolution gains improved |defense! Plus, gains Shield Piercing|vs Aku enemies!|			//ねねこバレンタインver
＠|＠|＠|＠|＠|＠|＠|			//初音ミク 雪ミク2021
＠|＠|＠|＠|＠|＠|＠|			//KAITO＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコリン
＠|＠|＠|＠|＠|＠|＠|			//ネコレン
True Form evolution gains chance to|Dodge Zombie attacks,|and the ability to survive a lethal strike!|＠|True Form evolution gains chance to|Dodge Zombie attacks,|and the ability to survive a lethal strike!|
True Form evolution gains Slow|and Knockback vs Aku enemies.|＠|＠|True Form evolution gains Slow|and Knockback vs Aku enemies.|＠|			//イースターかむくら
＠|＠|＠|＠|＠|＠|＠|			//早乙女乱馬
＠|＠|＠|＠|＠|＠|＠|			//天道あかね
＠|＠|＠|＠|＠|＠|＠|			//響良牙
＠|＠|＠|＠|＠|＠|＠|			//シャンプ―
＠|＠|＠|＠|＠|＠|＠|			//ムース
＠|＠|＠|＠|＠|＠|＠|			//ちび八宝斎
＠|＠|＠|＠|＠|＠|＠|			//ちび久遠寺右京
＠|＠|＠|＠|＠|＠|＠|			//ちび久能
＠|＠|＠|＠|＠|＠|＠|			//ネコ乱馬
＠|＠|＠|＠|＠|＠|＠|			//ネコあかね
＠|＠|＠|＠|＠|＠|＠|			//ネコパンダ
True Form evolution gains|longer-lasting Surge and gains |the Behemoth Slayer ability!|＠|True Form evolution gains|longer-lasting Surge and gains |the Behemoth Slayer ability!|			//冒険者カンナ
＠|＠|＠|＠|＠|＠|＠|			//ネコウェハース
＠|＠|＠|＠|＠|＠|＠|			//黒ガルディアン
True Form evolution gains increased|defense, plus immunity to Toxic!|＠|＠|True Form evolution gains increased|defense, plus immunity to Toxic!|＠|			//金ののべネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコゴジラ
＠|＠|＠|＠|＠|＠|＠|			//ネコ王女
True Form gains increased move speed!|Also Knocksback Relics and gains|Colossus/Behemoth Slayer!|＠|True Form gains increased move speed!|Also Knocksback Relics and gains|Colossus/Behemoth Slayer!|			//新ドロップキャラ
True Form gains|100% chance to Slow Aku and|might Shield Pierce vs. Aku enemies!|＠|True Form gains|100% chance to Slow Aku and|might Shield Pierce vs. Aku enemies!|			//夏かぐやひめ
＠|＠|＠|＠|＠|＠|＠|			//カブトネコ
＠|＠|＠|＠|＠|＠|＠|			//クワガタネコ
True Form evolution gains increased defense!|Plus gains increased Shield Piercing chance|and 100% Knockback!|＠|True Form evolution gains increased defense!|Plus gains increased Shield Piercing chance|and 100% Knockback!|			//召喚少年サトル
True Form evolution gains increased|Defense and Attack speed!|＠|＠|True Form evolution gains increased|Defense and Attack speed!|＠|			//天草四郎
True Form evolution increases Defense!|Also gains Surge Attack!|＠|＠|True Form evolution increases Defense!|Also gains Surge Attack!|＠|			//妖賢女リリン
True Form evolution gains increased |Defense, Attack, and atk. range! Also,|guaranteed Knockback of Red and Aku!|＠|True Form evolution gains increased |Defense, Attack, and atk. range! Also,|guaranteed Knockback of Red and Aku!|			//邪龍ヘヴィジャーク
＠|＠|＠|＠|＠|＠|＠|			//悪魔研究家
＠|＠|＠|＠|＠|＠|＠|			//ジャガンドーJr
＠|＠|＠|＠|＠|＠|＠|			//ネコハーメルン
＠|＠|＠|＠|＠|＠|＠|			//熱血硬派くにおくん
True Form gains improved defense, attack|speed, and 100% chance to unleash|Mini-Surges.. Immune to Surge Attacks.|＠|True Form gains improved defense, attack|speed, and 100% chance to unleash|Mini-Surges.. Immune to Surge Attacks.|//オコルガ
＠|＠|＠|＠|＠|＠|＠|			//ネコキリンモドキ
＠|＠|＠|＠|＠|＠|＠|			//ネコノトリッキー
＠|＠|＠|＠|＠|＠|＠|			//ネコノドラゴーン
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ書道
True Form gains significantly increased|Attack! Gains Wave Shield and|Immunity to Waves!|＠|True Form gains significantly increased|Attack! Gains Wave Shield and|Immunity to Waves!|			//闇の精霊ヤミィ
True Form gains increased attack!|Also gains immunity to enemy Freeze effect!|＠|＠|True Form gains increased attack!|Also gains immunity to enemy Freeze effect!|＠|			//超竜戦機デス・トロイ
True Form evolution gains improved Defense and|100% chance of Mini-Wave.|＠|＠|True Form evolution gains improved Defense and|100% chance of Mini-Wave.|＠|			//舌切りすずめ
True Form gains massive Area damage |to Aku, Immunity to Freeze effects, and|has a chance to Pierce Aku Shields!|＠|True Form gains massive Area damage |to Aku, Immunity to Freeze effects, and|has a chance to Pierce Aku Shields!|			//白騎士キュクロプス
＠|＠|＠|＠|＠|＠|＠|			//100万ドルのネコ
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//シャオチョン＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//ナナ＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//エミリア＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//ジェアー＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//踊り子イズ
True Form evolution increases Defense!|Also always unleashes Surge Attacks!|＠|＠|True Form evolution increases Defense!|Also always unleashes Surge Attacks!|＠|			//堕天神ルシファー
＠|＠|＠|＠|＠|＠|＠|			//ネコ超人
True Form evolution gains attacks |that may Freeze Relics, and gains|Immunity to ability-blocking Curses.|＠|True Form evolution gains attacks |that may Freeze Relics, and gains|Immunity to ability-blocking Curses.|//白い恋人メカ子
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしバトルネコ
＠|＠|＠|＠|＠|＠|＠|			//爆竹にゃんこ
True Form evolution gains |Strong vs. Red and Aliens!|＠|＠|True Form evolution gains |Strong vs. Red and Aliens!|＠|//狩猟娘テルン
＠|＠|＠|＠|＠|＠|＠|//恋番長・鬼にゃんま
True Form gains improved defense, attack|power and increased Freeze duration!|＠|＠|True Form gains improved defense, attack|power and increased Freeze duration!|＠|//服部半蔵
＠|＠|＠|＠|＠|＠|＠|//幼馴染にゃん子
＠|＠|＠|＠|＠|＠|＠|//おてんばネコライオン
＠|＠|＠|＠|＠|＠|＠|//ネコクバンケシ
True Form gains increased defense!|Also strengthens debuffs to Relics!|Gains Colossus/Behemoth Slayer!|＠|True Form gains increased defense!|Also strengthens debuffs to Relics!|Gains Colossus/Behemoth Slayer!|//古獣ナーラ
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしキモネコ
True Form evolution gains improved|Defense and attack! Slow effects last|longer, plus gains immunity to Toxic!|＠|True Form evolution gains improved|Defense and attack! Slow effects last|longer, plus gains immunity to Toxic!|//氷の精霊フリズ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N001
＠|＠|＠|＠|＠|＠|＠|			//黒イズ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N101
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N102
True Form evolution gains improved|defense, faster movement speed and|improved chance of Savage Blows!|＠|True Form evolution gains improved|defense, faster movement speed and|improved chance of Savage Blows!|//海龍ダライアサン
＠|＠|＠|＠|＠|＠|＠|			//ブライダルクロノス
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしウシネコ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N103
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N104
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N201
＠|＠|＠|＠|＠|＠|＠|			//妖賢女リリン　夏ver
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしネコノトリ
True Form gains increased defense!|Also improved Knockback chance,|and easier improvements to attack power!|＠|True Form gains increased defense!|Also improved Knockback chance,|and easier improvements to attack power!|//ネコ天狗
True Form evolution reveals its final form!|Also gains immunity to Surge Attacks!|＠|＠|True Form evolution reveals its final form!|Also gains immunity to Surge Attacks!|＠|			//古びたタマゴ:N003
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N202
＠|＠|＠|＠|＠|＠|＠|			//早乙女らんま（新衣装）
＠|＠|＠|＠|＠|＠|＠|			//早乙女玄馬（パンダ）
＠|＠|＠|＠|＠|＠|＠|			//ネコチーター
True Form gains increased attack!|Also gains Tough defense vs.|Black and Zombie enemies!|＠|True Form gains increased attack!|Also gains Tough defense vs.|Black and Zombie enemies!|＠|//周遊芸団カルーセルズ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N105
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N106
＠|＠|＠|＠|＠|＠|＠|			//三雲修＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//空閑遊真＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//雨取千佳＆ネコ
＠|＠|＠|＠|＠|＠|＠|			//さくら
＠|＠|＠|＠|＠|＠|＠|			//ルーク
True Form evolution gains improved Defense!|Plus, gains the Zombie Killer ability!|＠|＠|True Form evolution gains improved Defense!|Plus, gains the Zombie Killer ability!|＠|//女神ベガ
True Form evolution gains improved attack|power! Also gains increased movement|speed and 100% Survives a lethal blow!|＠|True Form evolution gains improved attack|power! Also gains increased movement|speed and 100% Survives a lethal blow!|//伯爵・真田幸村
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしネコフィッシュ
True Form evolution reveals its final form!|Also guaranteed to pierce/break|Shields and Barriers!|＠|True Form evolution reveals its final form!|Also guaranteed to pierce/break|Shields and Barriers!|//古びたタマゴ:N004
＠|＠|＠|＠|＠|＠|＠|			//光の女神シリウス
＠|＠|＠|＠|＠|＠|＠|			//トナカイ娘テルン
＠|＠|＠|＠|＠|＠|＠|			//洗脳されしネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//石の上にも10年ネコ
＠|＠|＠|＠|＠|＠|＠|			//運命の子フォノ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|Plus, immunity to Surge attacks!|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|Plus, immunity to Surge attacks!|//古びたタマゴ:N000
True Form gains improved attack!|Plus, increased movement speed and|immunity to enemy Freeze attacks!|True Form gains improved attack!|Plus, increased movement speed and|immunity to enemy Freeze attacks!|//いっすん法師
＠|＠|＠|＠|＠|＠|＠|			//ホワイトデーヴィグラー
＠|＠|＠|＠|＠|＠|＠|			//洗脳されし巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//殺意のタンクネコ
＠|＠|＠|＠|＠|＠|＠|//ネコ委員長
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N107
True form evolution gains|Knockback vs Aku and Aliens.|Also gains Immunity to Surges!|＠|True form evolution gains|Knockback vs Aku and Aliens.|Also gains Immunity to Surges!|//サンダージャック
＠|＠|＠|＠|＠|＠|＠|//決闘少年ラビットサトル
True Form evolution reveals its final form!|Also gains Long-range attacks and|Immunity to Waves!|＠|True Form evolution reveals its final form!|Also gains Long-range attacks and|Immunity to Waves!|//古びたタマゴ:N005
＠|＠|＠|＠|＠|＠|＠|			//ちび仮面ライダー
＠|＠|＠|＠|＠|＠|＠|			//ちびゴジラ
＠|＠|＠|＠|＠|＠|＠|			//ちびエヴァンゲリオン
＠|＠|＠|＠|＠|＠|＠|//ちびウルトラマン
＠|＠|＠|＠|＠|＠|＠|//非命の王フォノウ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N108
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N109
＠|＠|＠|＠|＠|＠|＠|//ネコジェット
＠|＠|＠|＠|＠|＠|＠|//隻眼の少女アスカ
＠|＠|＠|＠|＠|＠|＠|			//エヴァ１３号機
＠|＠|＠|＠|＠|＠|＠|			//花嫁バララガ
＠|＠|＠|＠|＠|＠|＠|//カオルガ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N203
＠|＠|＠|＠|＠|＠|＠|//波打ち際の冒険家カンナ
True Form gains improved defense and|movement speed! Also gains Knockback vs.|Red/Metal/Zombies, 100% chance of Waves.|＠|True Form gains improved defense and|movement speed! Also gains Knockback vs.|Red/Metal/Zombies, 100% chance of Waves.|//建築兵団スフィンクス
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N110
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|			//古びたタマゴ:N111
＠|＠|＠|＠|＠|＠|＠|			//ねこもろこし
＠|＠|＠|＠|＠|＠|＠|//鉄の精霊カッチン
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N006
＠|＠|＠|＠|＠|＠|＠|//花園高校番長りき
＠|＠|＠|＠|＠|＠|＠|//初音ミク（16周年）
True form evolution gains improved abilities!|Wave attacks reach farther, and also|gains immunity to Freeze and Toxic.|＠|True form evolution gains improved abilities!|Wave attacks reach farther, and also|gains immunity to Freeze and Toxic.|//光翼神イシス
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N111
＠|＠|＠|＠|＠|＠|＠|//忍者娘トモエ
＠|＠|＠|＠|＠|＠|＠|			//ネコメダル王
＠|＠|＠|＠|＠|＠|＠|//ソル・デ・ロカ
＠|＠|＠|＠|＠|＠|＠|//論の賢者ソラクティス
＠|＠|＠|＠|＠|＠|＠|//論の賢者ソラクティス召喚キャラ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//古びたタマゴ:N204
＠|＠|＠|＠|＠|＠|＠|//暁のイザナギ
＠|＠|＠|＠|＠|＠|＠|//暁のイザナギ召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//鉄籠のペガサ
＠|＠|＠|＠|＠|＠|＠|//鉄籠のペガサ 召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//ネコ校長
＠|＠|＠|＠|＠|＠|＠|//ネコアイスホワイトスター
＠|＠|＠|＠|＠|＠|＠|//スプリングカリファ
＠|＠|＠|＠|＠|＠|＠|//イザナミ（仮）
＠|＠|＠|＠|＠|＠|＠|//イザナミ（仮）召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//Trash Cat
＠|＠|＠|＠|＠|＠|＠|//染香綺狐 ‧ 妲己
＠|＠|＠|＠|＠|＠|＠|//莫莉安娜ネコ
＠|＠|＠|＠|＠|＠|＠|//瘋頭
＠|＠|＠|＠|＠|＠|＠|//貓公爵 ‧ 費利克斯ネコ
＠|＠|＠|＠|＠|＠|＠|//點點ネコ
＠|＠|＠|＠|＠|＠|＠|//緋村剣心
＠|＠|＠|＠|＠|＠|＠|//相楽左之助
＠|＠|＠|＠|＠|＠|＠|//四乃森蒼紫
＠|＠|＠|＠|＠|＠|＠|//斎藤一
＠|＠|＠|＠|＠|＠|＠|//ちび神谷薫
＠|＠|＠|＠|＠|＠|＠|//ちび明神弥彦
＠|＠|＠|＠|＠|＠|＠|//ネコ剣心
＠|＠|＠|＠|＠|＠|＠|//ネコ薫
＠|＠|＠|＠|＠|＠|＠|//明智光秀
＠|＠|＠|＠|＠|＠|＠|//明智光秀召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//ネコマシンケーキ挙式
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|
＠|＠|＠|＠|＠|＠|＠|//Trixi
＠|＠|＠|＠|＠|＠|＠|//サンディア　夏ver
＠|＠|＠|＠|＠|＠|＠|//エンペラーズ１１体目（仮）
＠|＠|＠|＠|＠|＠|＠|//エンペラーズ１１体目（仮）召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//天空神スーパーゼウス
＠|＠|＠|＠|＠|＠|＠|//ダイナマイツ１１体目（仮）
＠|＠|＠|＠|＠|＠|＠|//ダイナマイツ１１体目（仮）召喚キャラ
True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|＠|True Form evolution reveals its final form!|Also gains Behemoth Slayer!|＠|//766
＠|＠|＠|＠|＠|＠|＠|//イワシ
＠|＠|＠|＠|＠|＠|＠|//イカ
＠|＠|＠|＠|＠|＠|＠|//たいてんき
＠|＠|＠|＠|＠|＠|＠|//花咲かじいさん
＠|＠|＠|＠|＠|＠|＠|//ウルトラソウルズ11体目召喚
＠|＠|＠|＠|＠|＠|＠|//生命の賢者Dr.ノーヴァ
＠|＠|＠|＠|＠|＠|＠|//パンプキンソドム
＠|＠|＠|＠|＠|＠|＠|//スモウネコミイラ
＠|＠|＠|＠|＠|＠|＠|//特命機動アクセル
＠|＠|＠|＠|＠|＠|＠|//ダークヒーローズ11体目召喚
＠|＠|＠|＠|＠|＠|＠|//見習い武者ネコ
＠|＠|＠|＠|＠|＠|＠|//冬将軍・成田甲斐
＠|＠|＠|＠|＠|＠|＠|//ネコまどか＆ほむら
＠|＠|＠|＠|＠|＠|＠|//幼天女ルーナ
＠|＠|＠|＠|＠|＠|＠|//ネコボウラー
＠|＠|＠|＠|＠|＠|＠|//マモルガ
＠|＠|＠|＠|＠|＠|＠|//783
＠|＠|＠|＠|＠|＠|＠|//こねこ
＠|＠|＠|＠|＠|＠|＠|//チョコサプネコC
＠|＠|＠|＠|＠|＠|＠|//殺意のキモネコ
＠|＠|＠|＠|＠|＠|＠|//マジシャンキャットマン
＠|＠|＠|＠|＠|＠|＠|//黒ルーナ（仮）
＠|＠|＠|＠|＠|＠|＠|//789
＠|＠|＠|＠|＠|＠|＠|//範馬刃牙
＠|＠|＠|＠|＠|＠|＠|//烈海王
＠|＠|＠|＠|＠|＠|＠|//花山薫
＠|＠|＠|＠|＠|＠|＠|//愚地克巳
＠|＠|＠|＠|＠|＠|＠|//ジャック・ハンマー
＠|＠|＠|＠|＠|＠|＠|//ネコオーガ
＠|＠|＠|＠|＠|＠|＠|//ちび刃牙
＠|＠|＠|＠|＠|＠|＠|//ネコ刃牙
＠|＠|＠|＠|＠|＠|＠|//ネコ海王
＠|＠|＠|＠|＠|＠|＠|//ネコ独歩
＠|＠|＠|＠|＠|＠|＠|//アイアンウォーズ１０体目（仮）
＠|＠|＠|＠|＠|＠|＠|//アイアンウォーズ１０体目（仮）召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//新ドロップキャラ（仮）
＠|＠|＠|＠|＠|＠|＠|//新ドロップキャラ（仮）召喚キャラ
＠|＠|＠|＠|＠|＠|＠|//ソニック
＠|＠|＠|＠|＠|＠|＠|//テイルス
＠|＠|＠|＠|＠|＠|＠|//ナックルズ
＠|＠|＠|＠|＠|＠|＠|//シャドウ
＠|＠|＠|＠|＠|＠|＠|//ネコソニック
＠|＠|＠|＠|＠|＠|＠|//ネコテイルス
＠|＠|＠|＠|＠|＠|＠|//ネコナックルズ
＠|＠|＠|＠|＠|＠|＠|//811
＠|＠|＠|＠|＠|＠|＠|//ギガントゼウス11体目
＠|＠|＠|＠|＠|＠|＠|//ギガントゼウス11体目召喚キャラクター
＠|＠|＠|＠|＠|＠|＠|//タスマニアオオガニ
＠|＠|＠|＠|＠|＠|＠|//エヴァ量産機
＠|＠|＠|＠|＠|＠|＠|//イザナミカヲル
＠|＠|＠|＠|＠|＠|＠|//イザナミカヲル召喚キャラクター
＠|＠|＠|＠|＠|＠|＠|			//ピクシーズ９体目（仮）
＠|＠|＠|＠|＠|＠|＠|			//ピクシーズ９体目（仮）召喚キャラクター
＠|＠|＠|＠|＠|＠|＠|			//新ドロップキャラ（仮）
＠|＠|＠|＠|＠|＠|＠|			//鉄籠のペガサ 夏ver（仮）
＠|＠|＠|＠|＠|＠|＠|			//鉄籠のペガサ 夏ver（仮）召喚キャラクター
＠|＠|＠|＠|＠|＠|＠|			//ネコビジネスパートナー（仮）
