item_pack_name_0	ลดราคาบูสเตอร์: แพ็กอาหารแมว!
line_txt2	ได้รับความสำเร็จยอดเยี่ยมจากการชนะภารกิจท้าทายใน The Battle Cats!!\nสุดยอดแอป! รับโบนัส 10,000 XP สำหรับรหัสเชิญ!\\n*รหัสเชิญ: 「%@」※คุณใส่รหัสได้หลังจากผ่านด่าน 7 (ญี่ปุ่น)\n%@
line_txt3	ตกหลุมรักความตลกสุดป่วงของ "The Battle Cats"!\nรหัสเชิญโมเนโกะ:「%@」※คุณใส่รหัสได้หลังจากผ่านด่าน 7 (ญี่ปุ่น)\n%@
line_txt4	ตกหลุมรักความตลกสุดป่วงของ "The Battle Cats"!\nรหัสเชิญแมวถั่ว:「%@」※คุณใส่รหัสได้หลังจากผ่านด่าน 7 (ญี่ปุ่น)\n%@
kakao_txt1	dummy
kakao_txt2	dummy
kakao_txt3	dummy
err_txt1	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (A)
err_txt2	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (B)
err_txt3	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (C)
err_txt4	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (D)
err_txt5	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (E)
err_txt6	ตรวจพบการกระทำที่ไม่ได้รับอนุญาต (F)
kerihime_txt1	dummy
kerihime_txt2	dummy
kerihime_txt3	dummy
kerihime_txt4	dummy
kerihime_txt5	dummy
kerihime_txt6	dummy
kerihime_txt7	dummy
kerihime_txt8	dummy
kerihime_txt9	dummy
kerihime_txt11	dummy
kerihime_txt12	dummy
kerihime_txt13	dummy
kerihime_txt21	dummy
kerihime_txt22	dummy
kerihime_txt23	dummy
kerihime_tw49	dummy
kerihime_tw50	dummy
kerihime_fa49	dummy
kerihime_fa50	dummy
manbo_scheme	jp.selectbutton.manbotheworld://collaboration/nyanko1
manbo_url	https://itunes.apple.com/us/app/survive!-mola-mola!/id915222954?l=en&ls=1&mt=8
manbo_txt11	You can get special\nMola Mola gifts by playing\n"Survive! Mola Mola!"\nLaunch the "Survive!\nMola Mola!" app?
manbo_txt12	Cancel getting your\nMola Mola gift?\nIs this okay?\n*To attempt to get\ngift again after cancelling,\nclear this stage again.
manbo_txt13	No application located.\nDownload "Survive! Mola Mola!"\nfrom the app store?
manbo_txt14	Get special rewards for use in "Survive! Mola Mola"!
manbo_txt15	Launch the "Survive! Mola Mola" app?
manbo_txt16	If not installed, you will be directed to the app store page.
appstore_txt1	แมวน่าเกลียดน่าชัง! ง่ายๆ สบายๆ สำหรับทุกคน!\nแค่ใส่รหัสเชิญหลังจากผ่านด่าน 7 (ญี่ปุ่น) เพื่อรับโบนัส 10,000XP!\n■รหัสเชิญ「%@」\nไปจัดการพวกแมวให้หมดทุกตัวกันเถอะ!
iosver_error	โปรดอัปเดตเวอร์ชัน iOS ของคุณ
limited_function	ไม่มีในปัจจุบัน
model_conversion2	โอนถ่าย
noapp_kakao	คุณต้องติดตั้งแอป KakaoTalk
noapp_line	คุณต้องติดตั้งแอปสนทนา LINE
store_url	https://itunes.apple.com/us/app/the-battle-cats/id850057092?l=en&ls=1&mt=8
url_abbr	https://ponos.s3.amazonaws.com/iphone/en/battlecats.html
img026.png	img026_th.png
img026.imgcut	img026_th.imgcut
img038.png	img038_th.png
img038.imgcut	img038_th.imgcut
ec000.png	ec000_th.png
ec000.imgcut	ec000_th.imgcut
ec001.png	ec001_th.png
ec001.imgcut	ec001_th.imgcut
ec002.png	ec002_th.png
ec002.imgcut	ec002_th.imgcut
ec003.png	ec003_th.png
ec003.imgcut	ec003_th.imgcut
ec004.png	ec004_th.png
ec004.imgcut	ec004_th.imgcut
ec005.png	ec005_th.png
ec005.imgcut	ec005_th.imgcut
ec006.png	ec006_th.png
ec006.imgcut	ec006_th.imgcut
ec007.png	ec007_th.png
ec007.imgcut	ec007_th.imgcut
ec008.png	ec008_th.png
ec008.imgcut	ec008_th.imgcut
ec009.png	ec009_th.png
ec009.imgcut	ec009_th.imgcut
ec010.png	ec010_th.png
ec010.imgcut	ec010_th.imgcut
ec011.png	ec011_th.png
ec011.imgcut	ec011_th.imgcut
ec012.png	ec012_th.png
ec012.imgcut	ec012_th.imgcut
ec013.png	ec013_th.png
ec013.imgcut	ec013_th.imgcut
ec014.png	ec014_th.png
ec014.imgcut	ec014_th.imgcut
ec015.png	ec015_th.png
ec015.imgcut	ec015_th.imgcut
ec016.png	ec016_th.png
ec016.imgcut	ec016_th.imgcut
ec017.png	ec017_th.png
ec017.imgcut	ec017_th.imgcut
ec018.png	ec018_th.png
ec018.imgcut	ec018_th.imgcut
ec019.png	ec019_th.png
ec019.imgcut	ec019_th.imgcut
ec020.png	ec020_th.png
ec020.imgcut	ec020_th.imgcut
ec021.png	ec021_th.png
ec021.imgcut	ec021_th.imgcut
ec022.png	ec022_th.png
ec022.imgcut	ec022_th.imgcut
ec023.png	ec023_th.png
ec023.imgcut	ec023_th.imgcut
ec024.png	ec024_th.png
ec024.imgcut	ec024_th.imgcut
ec025.png	ec025_th.png
ec025.imgcut	ec025_th.imgcut
ec026.png	ec026_th.png
ec026.imgcut	ec026_th.imgcut
ec027.png	ec027_th.png
ec027.imgcut	ec027_th.imgcut
ec028.png	ec028_th.png
ec028.imgcut	ec028_th.imgcut
ec029.png	ec029_th.png
ec029.imgcut	ec029_th.imgcut
ec030.png	ec030_th.png
ec030.imgcut	ec030_th.imgcut
ec031.png	ec031_th.png
ec031.imgcut	ec031_th.imgcut
ec032.png	ec032_th.png
ec032.imgcut	ec032_th.imgcut
ec033.png	ec033_th.png
ec033.imgcut	ec033_th.imgcut
ec034.png	ec034_th.png
ec034.imgcut	ec034_th.imgcut
ec035.png	ec035_th.png
ec035.imgcut	ec035_th.imgcut
ec036.png	ec036_th.png
ec036.imgcut	ec036_th.imgcut
ec037.png	ec037_th.png
ec037.imgcut	ec037_th.imgcut
ec038.png	ec038_th.png
ec038.imgcut	ec038_th.imgcut
ec039.png	ec039_th.png
ec039.imgcut	ec039_th.imgcut
ec040.png	ec040_th.png
ec040.imgcut	ec040_th.imgcut
ec041.png	ec041_th.png
ec041.imgcut	ec041_th.imgcut
ec042.png	ec042_th.png
ec042.imgcut	ec042_th.imgcut
ec043.png	ec043_th.png
ec043.imgcut	ec043_th.imgcut
ec044.png	ec044_th.png
ec044.imgcut	ec044_th.imgcut
ec045.png	ec045_th.png
ec045.imgcut	ec045_th.imgcut
ec046.png	ec046_th.png
ec046.imgcut	ec046_th.imgcut
img007.png	img007_th.png
img007.imgcut	img007_th.imgcut
img009_3.png	img009_3_th.png
img009_3.imgcut	img009_3_th.imgcut
img009_4.png	img009_4_th.png
img009_4.imgcut	img009_4_th.imgcut
img009_5.png	img009_5_th.png
img009_5.imgcut	img009_5_th.imgcut
img009_6.png	img009_6_th.png
img009_6.imgcut	img009_6_th.imgcut
img013.png	img013_th.png
img013.imgcut	img013_th.imgcut
img017.png	img017_th.png
img017.imgcut	img017_th.imgcut
img018.png	img018_th.png
img018.imgcut	img018_th.imgcut
img030.png	img030_th.png
img030.imgcut	img030_th.imgcut
img035.png	img035_th.png
img035.imgcut	img035_th.imgcut
img036.png	img036_th.png
img036.imgcut	img036_th.imgcut
img050.png	img050_th.png
img050.imgcut	img050_th.imgcut
img101.png	img101_th.png
img101.imgcut	img101_th.imgcut
img102.png	img102_th.png
img102.imgcut	img102_th.imgcut
ot000_c.png	ot000_c_th.png
ot000_c.imgcut	ot000_c_th.imgcut
ot000_o.png	ot000_o_th.png
ot000_o.imgcut	ot000_o_th.imgcut
ot001_c.png	ot001_c_th.png
ot001_c.imgcut	ot001_c_th.imgcut
ot001_o.png	ot001_o_th.png
ot001_o.imgcut	ot001_o_th.imgcut
ot002_c.png	ot002_c_th.png
ot002_c.imgcut	ot002_c_th.imgcut
ot002_o.png	ot002_o_th.png
ot002_o.imgcut	ot002_o_th.imgcut
ot003_c.png	ot003_c_th.png
ot003_c.imgcut	ot003_c_th.imgcut
ot003_o.png	ot003_o_th.png
ot003_o.imgcut	ot003_o_th.imgcut
ot004_c.png	ot004_c_th.png
ot004_c.imgcut	ot004_c_th.imgcut
ot004_o.png	ot004_o_th.png
ot004_o.imgcut	ot004_o_th.imgcut
ot005_c.png	ot005_c_th.png
ot005_c.imgcut	ot005_c_th.imgcut
ot005_o.png	ot005_o_th.png
ot005_o.imgcut	ot005_o_th.imgcut
ot006_c.png	ot006_c_th.png
ot006_c.imgcut	ot006_c_th.imgcut
ot006_o.png	ot006_o_th.png
ot006_o.imgcut	ot006_o_th.imgcut
ot007_c.png	ot007_c_th.png
ot007_c.imgcut	ot007_c_th.imgcut
ot007_o.png	ot007_o_th.png
ot007_o.imgcut	ot007_o_th.imgcut
ot008_c.png	ot008_c_th.png
ot008_c.imgcut	ot008_c_th.imgcut
ot008_o.png	ot008_o_th.png
ot008_o.imgcut	ot008_o_th.imgcut
ot009_c.png	ot009_c_th.png
ot009_c.imgcut	ot009_c_th.imgcut
ot009_o.png	ot009_o_th.png
ot009_o.imgcut	ot009_o_th.imgcut
ot010_c.png	ot010_c_th.png
ot010_c.imgcut	ot010_c_th.imgcut
ot010_o.png	ot010_o_th.png
ot010_o.imgcut	ot010_o_th.imgcut
ot011_c.png	ot011_c_th.png
ot011_c.imgcut	ot011_c_th.imgcut
000_img013.imgcut	i000_img013_th.imgcut
terms_network_unavailable	ข้อผิดพลาดการเชื่อมต่อ<br>โปรดตรวจสอบเครือข่ายของคุณและลองอีกครั้ง
item_pack_name_21	แพ็กขอบคุณ
item_pack_name_22	ตอนนี้เท่านั้น: ซื้อตั๋วแพลตินัม!
zombie_sns	กองทัพแมวของฉันช่วย %@ จากการบุกรุกของซอมบี้! %s %s
Invasion_sns	กองทัพแมวของฉันช่วยกาแล็กซี่จากการโจมตีโดยภัยทรงพลังอันตราย! %s %s
item_pack_name_23	แพ็กเริ่มต้น
item_pack_name_24	แพ็กเริ่มต้นซูเปอร์
item_pack_name_25	แพ็กเริ่มต้นอูเบอร์
item_pack_name_26	ลดราคาแชมเปี้ยน
talk_002_push	นี่! มาที่ฐานทัพแมวสิ เรามีข่าวจะบอก!
equipment_unworn	ลูกแก้วพรสวรรค์ในตู้เย็นจะถูกติดตั้ง
equipment_confirm	ติดตั้ง "${equipmentName}"<br>ให้กับ "${characterName}"?<br>${faultMessage}
release_confirm	ใช้ NP เพื่อถอด<br>%@ หรือไม่? (%d → <color=255,255,0>%d</color>)<br>คุณยังสามารถเขียนทับ<br>พรสวรรค์ที่ติดตั้งอยู่ในปัจจุบันได้
release_error	NP ไม่พอ<br>ต้องใช้อีก %d NP
composition_confirm	รวม %@ x%d<br>เพื่อเพิ่มระดับพรสวรรค์หรือไม่? (%@ → <color=255,255,0>%@</color>)
composition_error	ต้องใช้ลูกแก้วพรสวรรค์ %d ลูกเพื่อรวม<br>ต้องการอีก %d!
composition_finish	รวมสำเร็จ!<br>คุณได้ %@!
composition_limit	ถึงระดับสูงสุดแล้ว<br>ไม่สามารถรวมได้อีกในเวอร์ชันปัจจุบัน
overwrite_confirm	เขียนทับลูกแก้วพรสวรรค์ที่ติดตั้งอยู่<br>เพื่อติดตั้ง %@ หรือไม่?<br><color=255,255,0>ลูกแก้วปัจจุบัน "%@" จะถูกทำลาย!</color>
overwrite_remind	<color=255,255,0>ลูกแก้ว "%@" ที่ติดตั้งอยู่ในปัจจุบัน<br>จะถูกทำลาย คุณแน่ใจหรือไม่?</color>
exchange_all_equip_np	ลูกแก้วในตู้เย็นจะถูกแลกเป็น NP<br>คุณแน่ใจหรือไม่? (%d → <color=255,255,0>%d</color>)
equipment_drop	${rewardName}<br><color=255,255,0>ลูกแก้วพรสวรรค์:</color> ${equipmentName} +${equipmentNum}<br>${itemPossession}
equipment_limit	ตู้เย็นลูกแก้วพรสวรรค์เต็มแล้ว<br>โปรดรวมลูกแก้วหรือนำไปแลกเป็น NP<br>เพื่อให้มีพื้นที่เก็บลูกแก้วใหม่<br>
potential_name	พรสวรรค์
potential_storge	ปัจจุบันมีลูกแก้ว %d ลูกเก็บอยู่ในตู้เย็น
slotunlock_medal_txt1	ปลดล็อกเงื่อนไขที่ยังไม่ทำไม่ได้!<br>สิ่งที่ต้องใช้ปลดล็อก: เหรียญตราเหมียว %d เหรียญ
item_pack_name_27	ยูนิตจำกัด: "แมวกาชา"
unlock_popup_message_79	<flash>ตัวกรองแนะนำปลดล็อกแล้ว</flash><br>แตะสวิตช์ที่แสดงที่<br>ด่านตำนาน/พิเศษจะแสดง<br>ด่านที่ยังไม่ได้เคลียร์ที่เหมาะกับ<br>เลเวลปัจจุบันของคุณ!
filterstage_txt1	ตัวกรองแนะนำ<br>การเปิดสวิตช์จะแสดงเฉพาะ<br>แผนที่ที่ยังไม่ได้เคลียร์ที่แนะนำให้คุณ
slotunlock_number_txt1	ช่องกระบวนทัพ %d ปลดล็อกแล้ว!
scheme_item_param_77	
scheme_popup_77	<flash>ขอบคุณสำหรับคำตอบแบบสำรวจของคุณ!<br>รับ %@%@ ไปเลย!</flash>
zombie_talk_0	ตอนนี้มีซอมบี้ระบาดที่ <br><flash>%s</flash>!
zombie_talk_1	มีซอมบี้ระบาดที่ <br><flash>%s</flash>!
chapter_name_0	จักรวรรดิแมวบทที่ 1
chapter_name_1	จักรวรรดิแมวบทที่ 2
chapter_name_2	จักรวรรดิแมวบทที่ 3
chapter_name_4	สู่อนาคตบทที่ 1
chapter_name_5	สู่อนาคตบทที่ 2
chapter_name_6	สู่อนาคตบทที่ 3
chapter_name_7	แมวแห่งห้วงอวกาศบทที่ 1
unlock_popup_message_80	<flash>ด่านวิตาเมี้ยว: "ไคลโอเนลเถลิงอำนาจ" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_81	<flash>ด่านวิตาเมี้ยว: "แม่น้ำสติกซ์" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_82	<flash>ด่านวิตาเมี้ยว: "ราชาภิเษกราชินี" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_83	<flash>ด่านวิตาเมี้ยว: "ตายตั้งแต่เริ่ม" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_84	<flash>ด่านวิตาเมี้ยว: "การแก้แค้นของราชาวาห์วาห์" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_85	<flash>ด่านวิตาเมี้ยว: "กำลังฝันลึก" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_86	<flash>ด่านวิตาเมี้ยว: "หายนะแดงเลือด" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_87	<flash>ด่านวิตาเมี้ยว: "สวรรค์แห่งความมืด" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_88	<flash>ด่านวิตาเมี้ยว: "ไร้เทียมทาน" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_89	<flash>ด่านวิตาเมี้ยว: "สวรรค์พิโรธ" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_90	<flash>ด่านวิตาเมี้ยว: "การเยาะเย้ยแสนหวาน" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_91	<flash>ด่านวิตาเมี้ยว: "มิติแห่งความสิ้นหวัง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_92	<flash>ด่านวิตาเมี้ยว: "แมวคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_93	<flash>ด่านวิตาเมี้ยว: "แทงก์คลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_94	<flash>ด่านวิตาเมี้ยว: "ขวานคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_95	<flash>ด่านวิตาเมี้ยว: "อี๋คลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_96	<flash>ด่านวิตาเมี้ยว: "วัวคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_97	<flash>ด่านวิตาเมี้ยว: "นกคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_98	<flash>ด่านวิตาเมี้ยว: "ปลาคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_99	<flash>ด่านวิตาเมี้ยว: "กิ้งก่าคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlock_popup_message_100	<flash>ด่านวิตาเมี้ยว: "ไททันคลั่ง" ปลดล็อกแล้ว!</flash><br>※ ใช้วิตาเมี้ยวเมื่อใดก็ได้เพื่อท้าทายด่านนี้!
unlockpopup_Guide_1	เช็กเมนูความช่วยเหลือสำหรับข้อมูลเพิ่มเติม!
jinja_saisen00	เสนอ 100,000 XP เพื่อได้พรเป็น<br> วัสดุก่อสร้างฐานหรือไม่?
jinja_saisen01	เสนอ 1 ล้าน XP เพื่อได้พรเป็น<br> ผลไม้เหมียวหรือไม่?
jinja_saisen02	เสนอ 3 ล้าน XP เพื่อได้พรเป็น<br> ตาแมวหรือไม่?
jinja_saisen03	เสนอ 5 ล้าน XP เพื่อได้พรเป็น<br> รางวัลลึกลับสุดยิ่งใหญ่หรือไม่?
jinja_lock00	XP ไม่พอ...<br>※ รับ XP เพิ่มได้จากการเคลียร์ด่าน<br>หรือซื้อแพ็ก XP จากร้านค้า
jinja_lock01	เสบียงของรางวัลหมดแล้ว...
jinja_lock02	ศาลเจ้าเลือนหายไปในสายหมอก...
jinja_itemget	คุณได้รับ %@!
legend_warning	<color=255,255,0>สิ่งที่ต้องใช้เพื่อท้าทาย<br>เคลียร์ทุกเลเวลด่านในด่านตำนาน</color>
item_pack_name_28	ยูนิตจำกัดการซื้อ: "ไข่แมวคลอปส์เล็ก"
jinja_levelup_popup	<flash>เลเวลอัป!</flash><br>ศาลเจ้าแมวได้อัปถึงเลเวล %d!<br>
gamatotoReward_1_2	รับโชคใหญ่!
talk_003_push	
jinja_omikuji00	เสนอ 5 XP เพื่อจับฉลากหรือไม่?
omikuji_lock00	XP ไม่พอ...<br>※ เคลียร์ด่าน<br>หรือซื้อเพื่อรับ XP เพิ่มจากร้านไอเทม
omikuji_lock01	กล่องเสี่ยงโชคว่างเปล่า...
gama_jinja_00_popup	<flash>รับโบนัสจากใบเสี่ยงโชค!</flash><br>"อินาริ" ข้ารับใช้ของพระเจ้าเจ้าแมวได้ปรากฏตัวขึ้น!<br>รางวัลไอเทมจะเพิ่มขึ้นจากการสำรวจหนึ่งครั้ง<br>※ใช้ไม่ได้กับรางวัลอาหารแมว
gama_jinja_00_name	อินาริ
gama_jinja_00_charatext	ข้ารับใช้ผู้ภักดีของพระเจ้าแมวมาช่วยกามาโตโต้แล้ว!<br>เพิ่มรางวัลสำรวจของกามาโตโต้หนึ่งครั้งเท่านั้น!<br>※ใช้ไม่ได้กับรางวัลอาหารแมว
item_pack_name_29	ข้อเสนอจำกัด: ตั๋วตำนานลดราคา
omikuji_fortune00	ความปรารถนา: 
omikuji_fortune01	อาชีพ: 
omikuji_fortune02	ผู้มาเยือน: 
omikuji_fortune03	ธุรกิจ: 
omikuji_fortune04	วัตถุสูญหาย: 
omikuji_fortune05	เงิน: 
omikuji_fortune06	เดินทาง: 
omikuji_fortune07	ข้อขัดแย้ง:  
omikuji_fortune08	สุขภาพ: 
omikuji_fortune09	ความรัก: 
omikuji_outlook	<color=255,255,0>ภาพรวม: </color>
gatyadata_error_popup	ไม่มีกาชา
htmldata_error_popup	ไม่สามารถแสดงหน้านี้
gama_jinja_00_gohome	อินาริกลับไปยังดินแดนพระเจ้าแมวแล้ว
gama_collabo_03_popup	<flash>Hatsune Miku Collab!</flash><br>Snow Miku's loyal pet "Rabbit Yukine"<br>appears to help the Gamatoto crew!<br>While they are here, Gamatoto rewards increase!<br>※ Cat Food excluded.
gama_collabo_03_name	Rabbit Yukine
gama_collabo_03_charatext	Snow Miku's loyal pet "Rabbit Yukine"<br>appears to help the Gamatoto crew!<br>While they are here, Gamatoto rewards increase!<br>※ Cat Food excluded.
gamestop_device	ข้อมูลบันทึกนี้กำลังใช้งานอยู่ที่อื่น\nและเข้าถึงไม่ได้จากอุปกรณ์นี้\n ถ้าคุณต้องการใช้อุปกรณ์นี้ โปรดติดตั้ง\nแอปใหม่อีกครั้งและเริ่มใหม่ตั้งแต่ต้น
item_pack_name_32	ลดราคาไอเทมสนับสนุน: แมวเศรษฐีไม่จำกัดนาน 3 ชั่วโมง!
item_pack_name_33	ลดราคาไอเทมสนับสนุน: ซีพียูแมวไม่จำกัดนาน 3 ชั่วโมง!
item_pack_name_34	ลดราคาไอเทมสนับสนุน: แมวซุ่มยิงไม่จำกัดนาน 3 ชั่วโมง!
otasuke_sale2	แมวเศรษฐีไม่จำกัดนาน 3 ชั่วโมง!<br>
otasuke_sale3	ซีพียูแมวไม่จำกัดนาน 3 ชั่วโมง!<br>
otasuke_sale5	แมวซุ่มยิงไม่จำกัดนาน 3 ชั่วโมง!<br>
GiftMessage_019	<flash>รางวัลเคลียร์ด่าน 8</flash><br>เคลียร์ด่านสุดท้ายของ "เขาวงกตป่าโบราณ"<br>เพื่อโอกาสเล็กๆ ที่จะปลดล็อก <br>แมวพิเศษ "โดรอนหน้ากากอาวุโส"!
save_failed1	พื้นที่จัดเก็บไม่พอ ไม่สามารถบันทึกข้อมูล
save_failed2	พื้นที่จัดเก็บไม่พอ ไม่สามารถบันทึกข้อมูล
comeback_stamp_push01	คุณได้รับแสตมป์คัมแบ็กของวันนี้หรือยัง? รับ XP จำนวนมาก!
comeback_stamp_push02	รับตั๋วแมว 3 ใบทุกวันจากรางวัลแสตมป์คัมแบ็ก!
comeback_stamp_push03	คุณได้รับแสตมป์คัมแบ็กของวันนี้หรือยัง? รับตั๋วแรร? 2 ใบจากแสตมป์ที่ 7
item_pack_name_36	ลดราคาพาวเวอร์อัป: ระดับบรอนซ์! อาหารแมวและแพ็กไอเทม
item_pack_name_37	ลดราคาพาวเวอร์อัป: ระดับซิลเวอร์! อาหารแมวและแพ็กไอเทม
item_pack_name_38	ลดราคาพาวเวอร์อัป: ระดับโกลด์! อาหารแมวและแพ็กไอเทม
item_conversion	ผลึกแพลตินัม %d ผลึก ได้แลกเป็น<br><flash>ตั๋วแพลตินัม x %d ใบ</flash>
fragment_message	แลกผลึกแพลตินัม 10 ผลึก<br>เป็นตั๋วแพลตินัม 1 ใบ<br>จำนวนผลึกปัจจุบัน: %d
fragment_bonus	รับของขวัญผลึกแพลตินัม<br>จากการสุ่มกาชา ${gatyaNumber} ครั้ง!<br>นำผลึกแพลตินัม 10 ชิ้น<br>ไปแลกรับ<flash>ตั๋วแพลตินัมหนึ่งใบ</flash>!
applang	en
equipment_error	พรสวรรค์นี้ใช้ได้เฉพาะเมื่อยูนิต<br>มีความสามารถ "%@ที่%@" แล้ว
scratch_message	คุณได้รับ %s x%d
scratch_SNS_000	ฉันชนะได้อาหารแมว %d กระป๋องจาก #ล็อตเตอรี่ขูดBattleCats!<br>ขูดล็อตเตอรี่เสี่ยงโชคสัปดาห์ละครั้งเพื่อโอกาสรับรางวัลสุดยอด!<br><br>#TheBattleCats
item_pack_name_39	แพ็กปาร์ตี้
potential_skill_name57	เป้าหมายอากุ
assault_skip	【รู้สึกดีขึ้นเล็กน้อย...】<br><flash>ได้โอกาสเคลียร์คืนมาหนึ่งครั้ง!</flash><br>กำลังกลับไปที่หน้าเลือกด่าน<br><color=255,255,0>โอกาสเคลียร์คงเหลือ: 1/${countNum} ${assaultWord}</color>
assault_word	(ฟื้นฟูเต็มที่ใน ${minutes2} นาที)
potential_skill_name58	เจาะทะลุโล่
potential_skill_name59	จู่โจมวิญญาณ
potential_skill_name60	สาป
demon_error_popup	<color=255,255,0>คุณยังท้าทายด่านนี้ไม่ได้</color>
demon_timelimit	เหลือเวลา: %d:%02d:%02d
sealed_announce	ผนึกโดยพลังของแท่นบูชาอากุ<br>ผนึกเลเวลปัจจุบัน: %d
sealed_release	แท่นบูชาอากุถูกทำลายและบางเลเวลกู้กลับมาได้!<br><flash>เพดานปัจจุบัน: เลเวล %d</flash>
sealed_information	คุณสัมผัสได้ถึงพลังของแท่นบูชาอากุ...<br><color=255,255,0>เพดานปัจจุบัน: เลเวล %d</color>
unlock_popup_message_101	<flash>แท่นบูชาอากุปรากฏขึ้น!</flash><br>การวิจัยอากุของคุณเสร็จสิ้นและประตูแห่งอากุได้เปิดออก!<br>ไปที่จักรวรรดิแมวเพื่อเข้าสู่ดินแดนมืดแห่งนี้...
unlock_popup_message_102	<flash>นักบวชมาม่อนถูกกองทัพแมวปราบลงแล้ว!</flash><br>แต่การกลับมาของเทพแห่งการทำลายล้างยังไม่ได้ถูกหยุดลง...
unlock_popup_message_103	<flash>โบนัสเคลียร์ครบ!</flash><br>แมวพิเศษ "%@" ปลดล็อกแล้ว!<br>เปิดใช้งานแมวนี้ได้ที่เมนูอัปเกรด!
unlock_popup_message_104	<flash>พลังของแท่นบูชาอากุไม่มีอยู่อีกต่อไป!</flash><br>+เลเวลของแมวของคุณได้ถูกกู้ขึ้นมา!
demon_return_title	มีรางวัลที่ยังไม่ได้รับ!<br>ไปที่ฐานทัพแมวเพื่อรับรางวัลของคุณ<br>ตอนนี้กำลังไปที่เมนูหน้าแรก...
demon_return_select	มีรางวัลที่ยังไม่ได้รับ!<br>ไปที่ฐานทัพแมวเพื่อรับรางวัลของคุณ<br>ตอนนี้กำลังไปที่ฐานทัพแมว...
stage_restriction_charagroup_5	ยูนิตโรงเรียนแมวใจเต้น
stage_restriction_charagroup_6	ยูนิตแมลง "แมวพักฤดูร้อน"
stage_restriction_charagroup_7	World Trigger Collab Unit
scheme_item_param_87	nyanko9_en1
scheme_popup_87	เควสต์แมวศึก<br>รางวัลภารกิจคอลแลบ 1<br><flash>คุณได้รับ %@ %@!</flash>
scheme_item_param_88	nyanko9_en2
scheme_popup_88	เควสต์แมวศึก<br>รางวัลภารกิจคอลแลบ 2<br><flash>คุณได้รับ %@ %@!</flash>
scheme_item_param_89	nyanko9_en3
