item_pack_name_0	応援セール！お得ネコカンパック 購入
nyanko_club_expiration_date_txt2	にゃんこクラブのゴールド会員の有効期限が<br>まもなく終わります<br>ゴールド会員の継続はにゃんこクラブより可能です
nyanko_club_error_time_manipulation_txt1	端末時刻にずれが発生しています。※復帰まで最大で2日程度かかる場合もございます。
nyanko_club_error_already_gold_txt1	既にゴールド会員です。
nyanko_club_error_gold_400_txt1	「エラー」が発生しました。
nyanko_club_error_gold_500_txt1	エラーが発生しました。
nyanko_club_error_out_of_term_txt1	現在購入できません。
nyanko_club_error_gold_none_user_data_txt1	エラーが発生しました
nyanko_club_error_normal_none_user_ID_txt1	「エラー」が発生しました
nyanko_club_error_normal_400_txt1	「エラー」が発生しました．
nyanko_club_error_normal_500_txt1	エラーが発生しました。
nyanko_club_error_other_txt1	通信エラーが発生しました。
nyanko_club_char_change_txt1	タップでアイコンを変更
potential_exchange_np	NPへ交換します<br>よろしいですか？（%d → <color=255,255,0>%d</color>）
potential_exchange_np_set	%d個まとめて<br>NPへ交換します<br>よろしいですか？（%d → <color=255,255,0>%d</color>）
potential_exchange_all_item	まとめて交換します<br>どちらに交換しますか？
potential_exchange_all_item_np	貯蔵庫内にある全てのキャラクターを<br>NPに交換します<br>よろしいですか？（%d → <color=255,255,0>%d</color>）
potential_exchange_gatya_result	NP/XPどちらと交換しますか？
potential_skill_acquisition	NPを消費して、<br>能力の解放を行いますか？
potential_skill_levelup	NPを消費して、<br>能力の強化を行いますか？
potential_skill_warning00	NPが不足しています。
potential_skill_warning01	<flash>レベル${level}</flash>で超本能を解放できます<br>※解放には+値も含まれます
potential_skill_warning02	<flash>レベル${level}</flash>で2個目の本能玉スロットを解放できます<br>※解放には+値も含まれます
potential_skill_option00	<flash>${charaName}</flash>に<br>超本能が解放されました！
potential_skill_option01	<flash>${charaName}</flash>に<br>追加本能玉スロットが解放されました！
potential_skill_option02	<flash>${charaName}</flash>に<br>超本能と追加本能玉スロットが解放されました！
potential_skill_lvmax	レベル上限に達しています！<br>このバージョンでは<br>これ以上強化することはできません
potential_exchange_error	これ以上、NPに<br>交換することはできません！
potential_skill_get	この能力は解放済みです
potential_acquisition_result	<flash>%@が解放されました！<flash>
potential_levelup_result	<flash>%@がレベル%dに強化されました！<flash>
potential_skill_name01	攻撃力ダウン
potential_skill_name02	動きを止める
potential_skill_name03	動きを遅くする
potential_skill_name04	攻撃ターゲット限定
potential_skill_name05	めっぽう強い
potential_skill_name06	打たれ強い
potential_skill_name07	超ダメージ
potential_skill_name08	ふっとばす
potential_skill_name09	ワープ
potential_skill_name10	攻撃力アップ
potential_skill_name11	生き残る
potential_skill_name12	城破壊が得意
potential_skill_name13	クリティカル
potential_skill_name14	ゾンビキラー
potential_skill_name15	バリアブレイカー
potential_skill_name16	撃破時お金アップ
potential_skill_name17	波動攻撃
potential_skill_name18	攻撃力ダウン耐性
potential_skill_name19	動きを止める耐性
potential_skill_name20	動きを遅くする耐性
potential_skill_name21	ふっとばし耐性
potential_skill_name22	波動ダメージ耐性
potential_skill_name23	波動ストッパー
potential_skill_name24	ワープ耐性
potential_skill_name25	生産コスト割引
potential_skill_name26	生産スピードアップ
potential_skill_name27	移動速度アップ
potential_skill_name28	ノックバック回数アップ
potential_skill_name29	古代の呪い無効
potential_skill_name30	古代の呪い耐性
potential_skill_name31	基本攻撃力アップ
potential_skill_name32	基本体力アップ
potential_skill_name33	属性　赤い敵
potential_skill_name34	属性　浮いてる敵
potential_skill_name35	属性　黒い敵
potential_skill_name36	属性　メタルな敵
potential_skill_name37	属性　天使
potential_skill_name38	属性　エイリアン
potential_skill_name39	属性　ゾンビ
potential_skill_name40	属性　古代種
potential_skill_name41	属性を持たない敵
potential_skill_name44	攻撃力ダウン無効
potential_skill_name45	動きを止める無効
potential_skill_name46	動きを遅くする無効
potential_skill_name47	ふっとばし無効
potential_skill_name48	波動ダメージ無効
potential_skill_name49	ワープ無効
potential_skill_name50	渾身の一撃
potential_skill_name51	攻撃無効
potential_skill_name52	毒撃ダメージ耐性
potential_skill_name53	毒撃ダメージ無効
potential_skill_name54	烈波ダメージ耐性
potential_skill_name55	烈波ダメージ無効
potential_skill_name56	烈波攻撃
potential_skill_name57	属性　悪魔
potential_skill_name58	シールドブレイカー
potential_skill_name59	魂攻撃
potential_skill_name60	呪い
potential_skill_name61	攻撃間隔短縮
potential_skill_name62	小波動
potential_skill_name63	超生命体特効
potential_skill_name64	超獣特効
potential_skill_name65	小烈波
potential_skill_name66	超賢者特効
potential_skill_name67	爆波攻撃
return_stageselect_error00	このイベント期間が終了しました！<br>ネコ基地に戻ります！
return_stageselect_error01	このイベントはこれ以上挑戦できません！<br>ネコ基地に戻ります！
return_stageselect_error02	未受取の報酬があります！<br>ネコ基地へ移動します！
h13_inquiry_button	お問い合わせを行う
h13_inquiry_error	ネットワークにアクセスできませんでした\n通信環境をONにしていただき\n再度操作していただきますよう\nよろしくお願いいたします
filter_option_description0	<color=0,0,0>にゃんこ図鑑でお気に入り設定をした<br>キャラクターを表示します<br>お気に入り設定をしていない場合は選択できません</color>
filter_option_description1	<color=0,0,0>出撃条件が設定されているステージにて<br>出撃可能なキャラクターを表示します</color>
filter_option_description2	<color=0,0,0>「ターゲット」「効果/能力」の絞り込み方法を切り替えます<br>OR：条件に一部でも一致するキャラを表示<br>AND：条件に全て一致するキャラを表示</color>
filter_option_description3	<color=0,0,0>「進化ボタン」が表示されている<br>キャラクターを表示します</color>
filter_option_description4	<color=0,0,0>「本能ボタン」が解放されている<br>キャラクターを表示します</color>
sort_tutorial_txt1	<flash>絞り込み機能と並び替え機能が解放されました！</flash><br>画面中央の右側のボタンでキャラクターの絞り込み、<br>画面中央の左側のボタンでキャラクターの並び替えが可能です
item_pack_purchased_chara	%@キャラクター<color=255,255,0>「%@」</color><br>
enemy_list_title	出現する敵
enemy_name_question	？？？
calendar_title	通知予約していたイベントが開催されたにゃ！
calendar_error	サーバーと通信が行われていないか、<br>端末時刻にずれが発生しています。<br>通信環境と端末時刻をご確認ください。
calendar_99h	99h以上
legendquest_tutorial1	レジェンドクエストにようこそ！<br>ここではステージと編成の内容が<br>ランダムに選ばれるにゃ！
legendquest_tutorial2	ステージの挑戦には王冠が必要にゃ！<br>王冠はレジェンドマップのステージレベル1～4を<br>それぞれクリアすると獲得できるにゃ！
legendquest_tutorial3	レジェンドクエストではバトル中離脱すると<br>王冠、統率力、アイテムが戻ってこないから<br>注意して挑戦するにゃ！
legendquest_Cancel	戦闘を中止しますか？<br><color=255,0,0>王冠、統率力、アイテムは戻りません</color>
legendquest_warning	王冠が不足しています<br>レジェンドマップをクリアして<br>王冠を集めましょう
legendquest_popup	<flash>レジェンドクエスト</flash><br>ランダムに選ばれるステージと出撃編成で攻略しよう！<br>※統率力とレジェンドマップで獲得した王冠を消費して挑戦できます<br>※各ステージは挑戦するごとに消費する王冠の数が増えていきます<br>※バトル中に離脱すると王冠、統率力、アイテムは戻りません
score_sns	我らが「にゃんこ軍団」が%@で、%d点を獲得しました。%s %s
legend_sns	我らが「にゃんこ軍団」がレジェンドクエストの%@を侵略しました。%s %s
nekodojo_sns	我らが「にゃんこ軍団」がネコ道場%@で、%d点を獲得しました。%s %s
ranking_sns	我らが「にゃんこ軍団」がランキングステージ %@で、%d点を獲得しました。%s %s
challenge_sns	我らが「にゃんこ軍団」がチャレンジバトル %@で、%d点を獲得しました。%s %s
tower_sns	我らが「にゃんこ軍団」がにゃんこ塔の%@を侵略しました。%s %s
tower_sns_006	我らが「にゃんこ軍団」が異界にゃんこ塔の%@を侵略しました。%s %s
sns_txt1	我らが「にゃんこ軍団」が%@を侵略しました。%s %s
zombie_sns	我らが「にゃんこ軍団」が%@をゾンビから守りました。%s %s
Invasion_sns	我らが「にゃんこ軍団」が謎の生命体から宇宙を守りました。%s %s
labyrinth_SNS	我らが「にゃんこ軍団」が地底迷宮の%@を侵略しました。%s %s
gpp_item_popup	アイテムを入手しました！<br>受信BOXにて受け取ることができます
age_confirmation	ストアのポリシー変更により<br>適切な広告を表示するため<br>年齢確認を行います
error_age_confirmation	通信エラーが発生しました<br>通信環境をご確認ください
restart_item	<flash>リスタートパック購入</flash><br>日本編3章までのクリアデータゲット！<br>キャラクター13体ゲット！<br>にゃんこチケット10枚ゲット！<br>レアチケット1枚ゲット！
restart_overwrite	購入したリスタートパックを使用しますか？<br><color=255,0,0>※使用する場合、現在のプレイデータは消えます<br>※使用しない場合、購入した内容はすべて消えます</color>
restart_reflect	購入内容が反映されました<br>日本編のクリアデータゲット！<br>ガチャチケットゲット！
slot_message	「%s」<flash>%d個</flash>獲得！
slot_lastmessage	最終結果！
slot_SNS_000	#にゃんこスロット でネコカン%d個ゲットしたにゃ！<br><br>#7周年GWスペシャル でまたまた大サービス！ #にゃんこスロットWちゃんす も同時開催中！<br>詳細→https://battlecats.club/7anniversary/slot/  #7周年パート2 #にゃんこ大戦争 #にゃんこ大サービス
slot_SNS_001	#にゃんこスロット でネコカン%d個ゲットしたにゃ！<br><br>#8周年 でまたまた大サービス！ #にゃんこ大戦争
slot_SNS_002	#にゃんこスロット でネコカン%d個ゲットしたにゃ！<br><br>#にゃんこ大戦争 #9と1_2周年
slot_SNS_003	#にゃんこスロット でネコカン%d個ゲットしたにゃ！<br><br>#にゃんこ大戦争 #10と1_2周年
slot_SNS_004	#にゃんこスロット でネコカン%d個ゲットしたにゃ！<br><br>#にゃんこ大戦争 #11と1_2周年 #わんわんアニバーサリー
slot_SNS_005	#にゃんこスロットⅡ でネコカン%d個ゲットしたにゃ！<br><br>#にゃんこ大戦争 #12と1_2周年
slot_SNS_006	#にゃんこスロットⅡ でネコカン%d個ゲットしたにゃ！<br><br>#にゃんこ大戦争
medal_txt1	%s獲得！
medal_txt2	メダル%d個獲得！
medal_unknown	「？？？」<br>？？？
line_Confirmation	LINEがインストールされていません。<br>ストアに移動しますか？
talk_Reward	「%s」<flash>%d個</flash>ゲット！
talk_000_push	お願いの続き聞いてほしいにゃ
talk_001_push	1日たったからネコ基地に来てにゃ～
talk_002_push	ネコ基地に来てお話の続きにゃ～
talk_003_push	お願いの続き聞いてほしいにゃ
talk_004_push	ネコ基地○×クイズの続きをやるにゃ～
talk_005_push	にゃんこトークの続きをやるにゃ～
talk_006_push	クイズの続きをやるにゃ～
talk_007_push	「第3章 ネコの結婚」の続きをやるにゃ～
talk_008_push	「ネコからの援軍要請」の続きをやるにゃ～
DL_permission	最新のゲームデータをダウンロードします。<br>Wi-Fi環境など通信環境のよい場所でのダウンロードをおすすめします。<br>データサイズ：%s MB
map_minutes	【やる気回復中にゃ…】<br>ネコビタンAを${itemNum}個使用しますか？<br>クリア可能回数が1回復します<br><color=255,255,0>クリア可能回数 0/${countNum}（あと${minutes1}分で1回復）</color>
map_minutes_empty	【やる気がゼロでもう挑戦できないにゃ…】<br>ネコビタンAを${itemNum}個使用しますか？<br>クリア可能回数が1回復します<br><color=255,255,0>クリア可能回数 0/${countNum}（あと${minutes1}分で1回復）</color>
assault_warning	%d回ステージをクリアすると<br>次の挑戦までにしばらく時間がかかります
assault_skip	【やる気がちょっと回復したにゃ】<br><flash>クリア可能回数が1回復しました！</flash><br>ステージ選択画面に移動します<br><color=255,255,0>クリア可能回数 1/${countNum}${assaultWord}</color>
assault_skip_battle_result	【やる気がちょっと回復したにゃ】<br><flash>クリア可能回数が1回復しました！</flash><br>ステージ選択画面に戻ります
assault_skip_battle_skip	【やる気がちょっと回復したにゃ】<br><flash>クリア可能回数が1回復しました！</flash><br>すぐに挑戦することができます
assault_word	（あと${minutes2}分で全回復）
slot_clearteam_txt_0	前回クリア時の編成を利用しますか？
slot_clearteam_txt_1	前回クリア時の編成を利用中です
slot_clearteam_txt_2	<flash>前回クリア時の編成に切り替えました！</flash>
slot_clearteam_txt_3	編成画面で「前回クリア時の編成を利用する」表示を出さない
slot_clearteam_error	<color=255,255,0>このステージには前回クリア時の編成がありません</color>
slot_copy_clearteam	前回クリアした編成をコピーしました<br>コピー先のスロットに移動して<br>「置き換え」を選んでください
slot_paste_clearteam	前回クリアした編成に置き換えます<br>よろしいですか？
hidden_rarity_0	粗悪な地図
hidden_rarity_1	普通の地図
hidden_rarity_2	最高の地図
drop_popup_hidden	「%@」を<flash>発掘！</flash><br>ネコ基地で鑑定されます！
hidden_hour	あと%d時間%d分で鑑定完了！
hidden_minutes	あと%d分で鑑定完了！
unlock_popup_message_77	<flash>「地図」を発掘できるようになりました！</flash><br>「レジェンドストーリー」で<br>まれに手に入れることができます
unlock_popup_message_78	<flash>レベルアップ！</flash><br>地図の発掘レベルが<color=255,255,0>%d</color>になりました！<br>よりレア度の高い地図を発掘できるようになります！
enemy_name_unknown	未確認敵キャラクター
nyancombo_overwrite_popup_title	にゃんコンボをセットしますか？
nyancombo_overwrite_popup_description	にゃんコンボ名をタップで能力を表示
item_pack_name_23	初心者応援パック 購入
item_pack_name_24	初心者超応援パック 購入
item_pack_name_25	初心者激応援パック 購入
item_pack_name_26	プレミアムセール 購入
equipment_unworn	貯蔵庫の本能玉を装着します
equipment_confirm	「${equipmentName}」を<br>「${characterName}」に装着しますか？<br>${faultMessage}
equipment_fault	※選択中の形態では効果が発揮されません
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
release_confirm	NPを消費して<br>「%@」を外しますか？（%d → <color=255,255,0>%d</color>）<br>本能玉をタップして上書きすることも可能です。
release_error	NPが不足しています<br>必要NP：%d
composition_confirm	「%@」を%d個合成して<br>等級を上げますか？（%@ → <color=255,255,0>%@</color>）
composition_error	合成には同種の本能玉が%d個必要です <br>あと%d個足りません
composition_finish	合成完了！<br>「%@」ゲット！
composition_limit	等級上限に達しています<br>このバージョンではこれ以上合成できません
overwrite_confirm	装着中の本能玉を上書きして<br>「%@」を装着しますか？<br><color=255,255,0>装着中の「%@」は消えます</color>
overwrite_remind	<color=255,255,0>装着中の「%@」は消えます<br>本当によろしいですか？</color>
exchange_all_equip_np	貯蔵庫内にある全ての本能玉をNPに交換します<br>よろしいですか？（%d → <color=255,255,0>%d</color>）
equipment_drop	${rewardName}<br><color=255,255,0>本能玉</color>「${equipmentName}+${equipmentNum}」<br>${itemPossession}
equipment_limit	貯蔵庫に本能玉がいっぱいです<br>合成するかNPに変換して<br>貯蔵庫内の本能玉を減らしてください<br>
potential_name	本能
potential_name1	超本能
potential_storge	現在、貯蔵庫に%d個所持しています
equipment_error	この本能玉は「%@に%@」の効果を持つ<br>キャラクターにのみ装備可能です
slotunlock_medal_txt1	解放条件を満たしていません<br>解放条件：にゃんこメダル%d個以上獲得
collabo_send_message1	「%@」を起動しますか？
collabo_send_title_31	にゃんこ大泥棒
collabo_send_scheme_31	ponos-odorobo://
collabo_send_url_31	https://app.adjust.com/z53yc75
collabo_send_url_android_31	https://app.adjust.com/z53yc75
item_pack_name_27	限定キャラクター「レアガチャネコ」購入
unlock_popup_message_79	<flash>おすすめフィルターが解放！</flash><br>レジェンドストーリー、スペシャルステージに<br>表示されているスイッチをタップすると<br>クリアしてないステージとおすすめのステージが<br>表示されます
filterstage_txt1	【おすすめフィルター】<br>スイッチをONにするとクリアしていないマップと<br>おすすめのマップだけを表示します
collaboration_txt3	にゃんこ大泥棒を起動！
slotunlock_number_txt1	出陣スロット%dが解放されました！
zombie_talk_0	<flash>%s</flash>に<br>ゾンビが襲来中にゃ！
zombie_talk_1	<flash>%s</flash>に<br>ゾンビが襲来中にゃ！
chapter_name_0	日本編1章
chapter_name_1	日本編2章
chapter_name_2	日本編3章
chapter_name_4	未来編1章
chapter_name_5	未来編2章
chapter_name_6	未来編3章
chapter_name_7	宇宙編1章
chapter_name_8	宇宙編2章
unlock_popup_message_80	<flash>ネコビタンステージ「断罪天使クオリネル降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_81	<flash>ネコビタンステージ「地獄門」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_82	<flash>ネコビタンステージ「女帝飛来」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_83	<flash>ネコビタンステージ「亡者デブウ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_84	<flash>ネコビタンステージ「チワワン伯爵降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_85	<flash>ネコビタンステージ「夜は短し夢みよ乙女」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_86	<flash>ネコビタンステージ「紅のカタストロフ」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_87	<flash>ネコビタンステージ「ダークネスヘブン」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_88	<flash>ネコビタンステージ「国士無双」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_89	<flash>ネコビタンステージ「天罰」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_90	<flash>ネコビタンステージ「鉄子の部屋」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_91	<flash>ネコビタンステージ「絶望異次元」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_92	<flash>ネコビタンステージ「狂乱のネコ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_93	<flash>ネコビタンステージ「狂乱のタンク降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_94	<flash>ネコビタンステージ「狂乱のバトル降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_95	<flash>ネコビタンステージ「狂乱のキモネコ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_96	<flash>ネコビタンステージ「狂乱のウシ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_97	<flash>ネコビタンステージ「狂乱のトリ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_98	<flash>ネコビタンステージ「狂乱のフィッシュ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_99	<flash>ネコビタンステージ「狂乱のトカゲ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_100	<flash>ネコビタンステージ「狂乱の巨神降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlockpopup_Guide_1	詳しくはヘルプをチェック！
jinja_saisen00	にゃんこ城開発素材を祈って<br>お賽銭100,000XPを投入しますか？
jinja_saisen01	マタタビを祈って<br>お賽銭1,000,000XPを投入しますか？
jinja_saisen02	キャッツアイを祈って<br>お賽銭3,000,000XPを投入しますか？
jinja_saisen03	何かすごく良さそうなアイテムを祈って<br>お賽銭5,000,000XPを投入しますか？
jinja_lock00	必要XPが不足しています<br>※ステージクリアなどで手に入るほか、<br>アイテムショップでも購入できます
jinja_lock01	ご利益の在庫がなくなったようだ
jinja_lock02	神社はどこかへ帰っていった
jinja_itemget	%@をゲットしました！
legend_warning	<color=255,255,0>ステージ挑戦条件<br>レジェンドストーリー全てのステージレベルをクリア</color>
legend_warning_01	<color=255,255,0>ステージ挑戦条件<br>真レジェンドストーリー全てのステージレベルをクリア</color>
item_pack_name_28	限定キャラクター「チビクロプスネコタマゴ」購入
jinja_levelup_popup	<flash>レベルアップ！</flash><br>にゃんこ神社がレベル%dになった<br>
jinja_omikuji00	お賽銭5XPを投入しておみくじを引きますか？
omikuji_lock00	必要XPが不足しています<br>※ステージクリアなどで手に入るほか、<br>アイテムショップでも購入できます
omikuji_lock01	おみくじの在庫がなくなったようだ
gama_jinja_00_popup	<flash>にゃんこみくじのご利益あり！</flash><br>神さまの遣い「いなり」がガマトト探検隊に臨時加入！<br>一度のみ獲得アイテム量がアップします<br>※ネコカンは対象外です
gama_jinja_00_name	いなり
gama_jinja_00_charatext	神さまのお遣いでガマトト探検隊に臨時加入した狐<br>一度のみ獲得アイテム量をアップしてくれます<br>※ネコカンは対象外です
gama_jinja_00_gohome	いなりは神さまのもとへ帰っていった
gama_jinja_01_popup	<flash>にゃんこみくじのご利益あり！</flash><br>${itemName}を${itemNum}個ゲット！
item_pack_name_29	期間限定！レジェンドチケット 購入
omikuji_fortune00	願望：
omikuji_fortune01	学業：
omikuji_fortune02	待人：
omikuji_fortune03	商売：
omikuji_fortune04	失物：
omikuji_fortune05	金運：
omikuji_fortune06	旅行：
omikuji_fortune07	争事：
omikuji_fortune08	病気：
omikuji_fortune09	恋愛：
omikuji_outlook	<color=255,255,0>展望：</color>
gatyadata_error_popup	ガチャが開催されていません
htmldata_error_popup	ページを表示できません
item_pack_name_32	お助けセール！ネコボン3時間使い放題 購入
item_pack_name_33	お助けセール！ニャンピュータ3時間使い放題 購入
item_pack_name_34	お助けセール！スニャイパー3時間使い放題 購入
otasuke_sale2	3時間ネコボンが使い放題！<br>
otasuke_sale3	3時間ニャンピュータが使い放題！<br>
otasuke_sale5	3時間スニャイパーが使い放題！<br>
item_pack_name_35	限定キャラクター「ネコウエハース」購入
comeback_push_01	さみしそうな　にゃんこが　こちらをみている！
save_failed1	端末の容量が不足しているためデータの保存に失敗しました。
save_failed2	端末の容量が不足しているためデータの保存に失敗しました。
comeback_stamp_push01	今日のカムバックスタンプはもう受け取ったかにゃ？XPが大量にもらえるにゃ～！
comeback_stamp_push02	毎日にゃんチケ3枚！カムバックスタンプでもらえるにゃー！
comeback_stamp_push03	今日のカムバックスタンプは受け取ってくれたかにゃ？7日目のレアチケ2枚GETを目指すにゃー！
item_pack_name_36	パワーアップセール！ネコカン&アイテムパック梅 購入
item_pack_name_37	パワーアップセール！ネコカン&アイテムパック竹 購入
item_pack_name_38	パワーアップセール！ネコカン&アイテムパック松 購入
item_conversion	プラチナのかけらを%d個消費して<br><flash>プラチナチケットを%d枚ゲットしました！</flash>
fragment_message	プラチナのかけら<br>10個集めるとプラチナチケットを1枚ゲットできます<br>現在%d個持っています
fragment_bonus	今なら${gatyaNumber}回連続ガチャを回すと<br>なんとプラチナのかけら1個をプレゼント！<br>10個集めると<flash>プラチナチケット</flash>を1枚ゲットできます
scratch_message	「%s」%d個獲得！
item_pack_name_39	感謝パック 購入
demon_error_popup	<color=255,255,0>このステージにはまだ挑戦できません</color>
demon_timelimit	のこり %d:%02d:%02d
sealed_announce	悪魔城の効果でレベルが封印されている<br>現在のキャラクター解放Lv %d
sealed_release	悪魔城を破壊し、レベルが一部解放された！<br>現在のキャラクター<flash>解放Lv %d</flash>
sealed_information	悪魔城の封印効果発動中<br>現在のキャラクター<color=255,255,0>解放Lv %d</color>
unlock_popup_message_101	<flash>魔界編が出現！</flash><br>すべての悪魔調査を達成し魔界への扉が開かれた！<br>タイトル画面の日本編から移動可能です
unlock_popup_message_102	<flash>にゃんこ軍団は大神官マモーンを倒した！</flash><br>しかし、破壊神復活を阻止する事は出来なかった
unlock_popup_message_103	<flash>全クリアボーナス！</flash><br>EXキャラクター「%@」ゲット！<br>パワーアップ画面から取得可能です
unlock_popup_message_104	<flash>悪魔城の封印効果が無効化された！</flash><br>キャラクターの＋Lv値もすべて解放！
demon_return_title	未受取の報酬があります！<br>ネコ基地へ入ると報酬を受け取ることができます。<br>タイトル画面へ移動します！
demon_return_select	未受取の報酬があります！<br>ネコ基地へ入ると報酬を受け取ることができます。<br>ネコ基地移動画面へ移動します！
settlement_error	決済が済んでいません。\n決済完了後にアイテムが付与されます。
skip_description	前回${stageName1}をクリアしたので<br>今回は<flash>${stageName2}</flash>からスタートできます
stageskip_message_0	風雲にゃんこ塔 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_1	異界にゃんこ塔 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_2	ヒュージゴマ強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_3	ジャイアント黒蔵強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_4	ギガガガ強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_5	デッカーバチャン強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_6	大天使エクスエル強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_7	ビッグペンZ強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_8	オーメンズ強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
stageskip_message_9	大型土器ダイハニワン強襲 ${stageName1}をクリア！<br>次回の挑戦では<flash>${stageName2}</flash>からスタートできます
unlock_popup_message_106	<flash>宇宙編全クリアボーナス！</flash><br>神さまを倒したことで「ネコ超人」が出現しました！</flash><br>にゃんこガチャ＋から入手可能です
unlock_popup_message_107	<flash>「にゃんこガチャ+」が解放されました！</flash><br>にゃんこ貯蔵庫へ保存できるキャラクター 64体 → <color=255,255,0>128体</color><br>基本キャラクターの交換NP 1 → <color=255,255,0>2</color>
scratch_SNS_000	#にゃんこスクラッチくじ でネコカン%d個ゲットしたにゃ！<br>期間中、毎週チャレンジ可能！毎週参加していっぱいネコカンを手に入れるにゃ～！<br><br>#にゃんこ大戦争 #にゃんこスクラッチ #ねこなつ2024
scratch_SNS_001	#新春にゃんこスクラッチくじ でネコカン%d個ゲットしたにゃ！！<br>参加していっぱいネコカンを手に入れるにゃ～！<br><br>#にゃんこ大戦争 #新春にゃんこスクラッチ
scratch_SNS_002	#にゃんこ学園購買部特製スクラッチくじ でネコカン%d個ゲットしたにゃ！<br>期間中、毎週チャレンジ可能！毎週参加してたくさんネコカンを手に入れるにゃ～！<br><br>#にゃんこ大戦争 #にゃんこスクラッチ #トキメキにゃんこ学園
scratch_SNS_003	#ぷちにゃんこスクラッチくじ でネコカン%d個ゲットしたにゃ！<br>今すぐ参加してネコカンを手に入れるにゃ～！<br><br>#にゃんこ大戦争 #ぷちにゃんこスクラッチ
scratch_SNS_004	#にゃんこスクラッチくじ でネコカン%d個ゲットしたにゃ！<br>期間中、毎週チャレンジ可能！毎週参加していっぱいネコカンを手に入れるにゃ～！<br><br>#にゃんこ大戦争 #にゃんこスクラッチ #ねこなつ2024
unlock_popup_message_108	<flash>ネコビタンステージ「ブルーインパクト」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_109	<flash>ネコビタンステージ「狂乱のもねこ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_110	<flash>ネコビタンステージ「緊急暴風警報」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_111	<flash>ネコビタンステージ「ローリングデッド」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_112	<flash>ネコビタンステージ「台風零号」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_113	<flash>ネコビタンステージ「メガサターン」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_114	<flash>ネコビタンステージ「ほの暗い沼の底から」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_115	<flash>ネコビタンステージ「大狂乱のネコ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_116	<flash>ネコビタンステージ「大狂乱のタンク降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
