stageID,星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,XP2倍広告,XP2倍広告,マップ名
2122,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2123,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2124,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2125,1,100,150,200,300,0,0,0,7430,0,0,3,0,0,0,７周年★東京スカイツリー
2126,3,100,150,200,300,0,0,0,7460,0,0,13,0,0,0,初音ミク
2127,3,100,150,200,300,0,2,0,7461,0,0,109,0,0,0,MIKU EXPO
2128,3,100,150,200,300,0,0,0,7462,0,0,104,0,0,0,MIKU CHERRY
2129,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ハマンボ崎あゆみ 強襲！(旧)
2130,3,100,150,200,300,0,0,0,7463,0,0,109,0,0,0,MIKU EXPO（韓国版）
2131,3,100,150,200,300,0,0,0,7464,0,0,104,0,0,0,MIKU CHERRY（韓国版）
2132,1,100,150,200,300,0,0,0,7490,0,0,1,0,0,0,にゃんこ大泥棒
2133,3,100,150,200,300,0,0,0,7520,0,0,3,0,0,0,U.F.O.襲来！
2134,1,100,150,200,300,0,1,1,7470,0,0,1,0,0,0,初音ミクの誕生日！
2135,1,100,150,200,300,0,2,0,7380,0,0,7,0,0,0,ストリートファイター EASY
2136,1,100,150,200,300,0,2,0,7381,0,0,124,0,0,0,ストリートファイター NORMAL
2137,1,100,150,200,300,0,2,0,7382,0,0,480,0,0,0,ストリートファイター HARD
2138,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2139,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2140,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2141,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2142,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2143,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2144,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2145,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2146,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2147,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2148,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2149,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2150,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2151,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2152,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2153,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2154,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2155,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2156,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2157,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2158,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2159,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2160,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2161,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2162,1,100,150,200,300,0,2,0,0,0,0,0,0,0,0,New Challenger(旧)
2163,3,100,150,200,300,0,2,0,7465,0,0,336,0,0,0,SNOW MIKU
2164,4,100,150,200,300,0,2,0,7550,0,0,23,0,0,0,波乱！天道道場
2165,4,100,150,200,300,0,2,0,7551,0,0,173,0,0,0,伝説の呪泉郷
2166,3,100,200,300,300,0,2,0,6300,0,0,143,0,0,0,消滅都市 ～ロストへ～
2167,1,100,150,200,300,0,0,0,6306,0,0,72,0,0,0,開眼のタクヤとユキ
2168,3,100,200,300,300,0,2,0,6303,0,0,14,0,0,0,失われし世界
2169,4,100,200,300,150,0,2,0,6304,0,0,208,0,0,0,タマシイの都
2170,3,100,200,300,300,0,2,0,6305,0,0,168,0,0,0,天上の世界
2171,1,100,150,200,300,0,0,0,7581,0,0,512,0,0,0,決戦！巨大生物ゴジラ
2172,1,100,150,200,300,0,0,0,7580,0,0,145,0,0,0,ゴジラ対にゃんこ
2173,4,100,200,300,300,0,2,0,6570,0,0,23,0,0,0,魔法少女になってよ
2174,4,100,200,300,300,0,2,0,6571,0,0,122,0,0,0,続・魔法少女になってよ
2175,3,100,150,200,300,0,0,0,0,0,0,0,0,0,0,魔女の結界 ～薔薇園の魔女～(旧)
2176,3,100,150,200,300,0,0,0,0,0,0,0,0,0,0,魔女の結界 ～お菓子の魔女～(旧)
2177,3,100,150,200,300,0,0,0,0,0,0,0,0,0,0,魔女の結界 ～ハコの魔女～(旧)
2178,1,100,150,200,300,0,2,0,6575,0,0,1448,0,0,0,くるみ割りの魔女
2179,1,100,150,200,300,0,0,0,7611,0,0,7,0,0,0,秋華賞（ＧⅠ）
2180,1,100,150,200,300,0,0,0,7612,0,0,13,0,0,0,菊花賞（ＧⅠ）
2181,1,100,150,200,300,0,0,0,7613,0,0,21,0,0,0,天皇賞（秋）（ＧⅠ）
2182,1,100,150,200,300,0,0,0,7614,0,0,63,0,0,0,有馬記念（ＧⅠ）
2183,3,100,150,200,300,0,0,0,7052,0,0,59,0,0,0,高雄メトロ レッドライン
2184,3,100,150,200,300,0,0,0,7053,0,0,59,0,0,0,高雄ライトレール
2185,1,100,150,200,300,0,2,0,7640,0,0,1,0,0,0,協賛BitSummit記念！
2186,4,100,150,200,300,0,0,0,7670,0,0,59,0,0,0,対決！玉狛第２のリーダー
2187,4,100,150,200,300,0,0,0,7671,0,0,59,0,0,0,対決！玉狛第２のエース
2188,1,100,150,200,300,0,0,0,7672,0,0,496,0,0,0,VS訓練用モールモッド
2189,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2190,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2191,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2192,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,New Challenger(旧)
2193,1,100,150,200,300,0,2,0,7383,0,0,3840,0,0,0,ストリートファイター VERY HARD
2194,4,100,200,300,300,0,0,0,6811,0,0,34,0,0,0,激闘！セイバー襲来！
2195,4,100,200,300,300,0,0,0,6812,0,0,34,0,0,0,激闘！ランサー襲来！
2196,4,100,200,300,300,0,0,0,6813,0,0,34,0,0,0,激闘！アーチャー襲来！
2197,4,100,200,300,300,0,0,0,6814,0,0,34,0,0,0,激闘！ライダー襲来！
2198,4,100,200,250,250,0,0,0,6815,0,0,144,0,0,0,大激闘！ギルガメッシュ襲来！
2199,3,100,150,200,200,0,0,0,7700,0,0,59,0,0,0,救出！にゃんこ仮面ライダー
2200,3,100,150,200,200,0,0,0,7701,0,0,59,0,0,0,救出！ゴジラにゃんこ
2201,3,100,150,200,200,0,0,0,7702,0,0,59,0,0,0,救出！エヴァンゲリオンにゃんこ
2202,3,100,150,200,200,0,0,0,7703,0,0,59,0,0,0,救出！ウルトラマンにゃんこ
2203,1,100,150,200,200,0,0,0,7704,0,0,412,0,0,0,シン・にゃんこ・ヒーローズ
2204,1,100,150,200,200,0,0,0,6307,0,0,72,0,0,0,開眼の赤髪のゆきにゃん襲来！
2205,4,100,200,300,300,0,0,0,0,0,0,0,0,0,0,第９の使徒、襲来(旧)
2206,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,第１０の使徒、襲来(旧)
2207,3,100,200,300,300,0,0,0,0,0,0,0,0,0,0,エヴァ第１３号機、襲来(旧)
2208,1,100,150,200,200,0,2,0,6905,0,0,1056,0,0,0,最終決戦　エヴァ第１３号機
2209,1,100,150,200,200,0,2,0,6908,0,0,1,0,0,0,さらば、全てのにゃんこ。
2210,1,100,150,200,200,0,0,0,7468,0,0,21,0,0,0,週末ライブ DAY1
2211,1,100,150,200,200,0,0,0,7469,0,0,672,0,0,0,週末ライブ DAY2
2212,1,100,150,200,200,0,0,0,7468,0,0,21,0,0,0,週末ライブ DAY1（韓国版専用）
2213,1,100,150,200,200,0,0,0,7469,0,0,672,0,0,0,週末ライブ DAY2（韓国版専用）
2214,3,100,150,200,200,0,0,0,7730,0,0,59,0,0,0,以諾時代
2215,3,100,150,200,200,0,0,0,7731,0,0,59,0,0,0,対決！瘋頭！
2216,4,100,150,200,200,0,0,0,7740,0,0,31,0,0,0,るろうに剣心
2217,2,100,150,200,200,0,0,0,7741,0,0,118,0,0,0,剣心・緋村抜刀斎
2218,2,100,150,200,200,0,0,1,7742,360,0,220,0,0,0,喧嘩の男・相楽左之助
2219,1,100,150,200,200,0,0,0,7744,0,0,672,0,0,0,牙を剥く狼・斎藤一
2220,4,100,150,200,200,0,0,0,6572,0,0,122,0,0,0,魔女の結界 ～薔薇園の魔女～
2221,4,100,150,200,200,0,0,0,6573,0,0,244,0,0,0,魔女の結界 ～お菓子の魔女～
2222,4,100,150,200,200,0,0,0,6574,0,0,488,0,0,0,魔女の結界 ～ハコの魔女～
2223,1,100,150,200,200,0,0,0,7775,0,0,127,0,0,0,地上最強の男たち
2224,4,100,150,200,200,0,0,0,7800,0,0,31,0,0,0,グリーンヒルゾーン
2225,2,100,150,200,200,0,0,0,7801,0,0,118,0,0,0,ケミカルプラントゾーン
2226,2,100,150,200,200,0,0,0,7802,0,0,188,0,0,0,スカイサンクチュアリ
2227,4,100,200,300,300,0,0,0,6902,0,0,34,0,0,0,第９の使徒、襲来
2228,3,100,200,300,300,0,0,0,6903,0,0,258,0,0,0,第１０の使徒、襲来
2229,3,100,200,300,300,0,0,0,6904,0,0,528,0,0,0,エヴァ第１３号機、襲来
2230,1,100,150,200,200,0,0,0,7384,0,0,2,0,0,0,New Challenger
2231,1,100,150,200,200,0,0,0,7385,0,0,32,0,0,0,New Challenger
2232,1,100,150,200,200,0,0,0,7386,0,0,2,0,0,0,New Challenger
2233,1,100,150,200,200,0,0,0,7387,0,0,32,0,0,0,New Challenger
2234,1,100,150,200,200,0,0,0,7388,0,0,2,0,0,0,New Challenger
2235,1,100,150,200,200,0,0,0,7389,0,0,32,0,0,0,New Challenger
2236,1,100,150,200,200,0,0,0,7390,0,0,2,0,0,0,New Challenger
2237,1,100,150,200,200,0,0,0,7391,0,0,32,0,0,0,New Challenger
2238,1,100,150,200,200,0,0,0,7392,0,0,2,0,0,0,New Challenger
2239,1,100,150,200,200,0,0,0,7393,0,0,32,0,0,0,New Challenger
2240,1,100,150,200,200,0,0,0,7394,0,0,2,0,0,0,New Challenger
2241,1,100,150,200,200,0,0,0,7395,0,0,32,0,0,0,New Challenger
2242,1,100,150,200,200,0,0,0,7396,0,0,2,0,0,0,New Challenger
2243,1,100,150,200,200,0,0,0,7397,0,0,32,0,0,0,New Challenger
2244,1,100,150,200,200,0,0,0,7398,0,0,2,0,0,0,New Challenger
2245,1,100,150,200,200,0,0,0,7399,0,0,32,0,0,0,New Challenger
2246,1,100,150,200,200,0,0,0,7408,0,0,4,0,0,0,New Challenger
2247,1,100,150,200,200,0,0,0,7409,0,0,64,0,0,0,New Challenger
2248,1,100,150,200,200,0,0,0,7410,0,0,4,0,0,0,New Challenger
2249,1,100,150,200,200,0,0,0,7411,0,0,64,0,0,0,New Challenger
2250,1,100,150,200,200,0,0,0,7412,0,0,4,0,0,0,New Challenger
2251,1,100,150,200,200,0,0,0,7413,0,0,64,0,0,0,New Challenger
2252,1,100,150,200,200,0,0,0,7414,0,0,4,0,0,0,New Challenger
2253,1,100,150,200,200,0,0,0,7415,0,0,64,0,0,0,New Challenger
2254,1,100,150,200,200,0,0,0,7400,0,0,2,0,0,0,New Challenger
2255,1,100,150,200,200,0,0,0,7401,0,0,32,0,0,0,New Challenger
2256,1,100,150,200,200,0,0,0,7402,0,0,2,0,0,0,New Challenger
2257,1,100,150,200,200,0,0,0,7403,0,0,32,0,0,0,New Challenger
2258,1,100,150,200,200,0,0,0,7404,0,0,2,0,0,0,New Challenger
2259,1,100,150,200,200,0,0,0,7405,0,0,32,0,0,0,New Challenger
2260,1,100,150,200,200,0,0,0,7406,0,0,2,0,0,0,New Challenger
2261,1,100,150,200,200,0,0,0,7407,0,0,32,0,0,0,New Challenger
2262,1,100,150,200,200,0,0,0,7416,0,0,272,0,0,0,New Challenger
3000,1,100,150,200,300,0,0,0,0,0,0,3,0,0,0,日本編第1章
3001,1,100,150,200,300,0,0,0,0,0,0,6,0,0,0,日本編第2章
3002,1,100,150,200,300,0,0,0,0,0,0,12,0,0,0,日本編第3章
3003,1,100,150,200,300,0,0,0,0,0,0,30,0,0,0,未来編第1章
3004,1,100,150,200,300,0,0,0,0,0,0,96,0,0,0,未来編第2章
3005,1,100,150,200,300,0,0,0,0,0,0,192,0,0,0,未来編第3章
3006,1,100,150,200,300,0,0,0,0,0,0,224,0,0,0,宇宙編第1章
3007,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,宇宙編第2章
3008,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,宇宙編第3章
4000,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,進化素材ドロップEX
4001,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,進化素材ドロップEX
4002,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,進化素材ドロップEX
4003,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,進化素材ドロップEX
4004,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,進化素材ドロップEX
4005,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,弱り目に祟り目EX
4006,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,神判の日EX
4007,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,オーバーテクノロジーEX
4008,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,マタタビチャレンジEX
4009,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,マタタビチャレンジEX
4010,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,マタタビチャレンジEX
4011,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,マタタビチャレンジEX
4012,1,100,150,200,300,0,0,0,0,0,0,32,0,0,0,マタタビチャレンジEX
4013,1,100,150,200,300,0,0,0,0,0,0,32,0,0,0,マタタビチャレンジEX
4014,1,100,150,200,300,0,0,0,0,0,0,32,0,0,0,マタタビチャレンジEX
4015,1,100,150,200,300,0,0,0,0,0,0,32,0,0,0,マタタビチャレンジEX
4016,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,マタタビチャレンジEX
4017,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,マタタビチャレンジEX
4018,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,マタタビチャレンジEX
4019,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,マタタビチャレンジEX
4020,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,マタタビチャレンジEX
4021,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,狂乱のもねこ降臨EX
4022,1,100,150,200,300,0,0,0,0,0,0,512,0,0,0,進化の古代マタタビEX
4023,1,100,150,200,300,0,0,0,0,0,0,1,0,0,0,協賛BitSummit記念！EX
4024,1,100,150,200,300,0,0,0,0,0,0,1,0,0,0,協賛BitSummit記念！EX
4025,1,100,150,200,300,0,0,0,0,0,0,512,0,0,0,進化の虹マタタビ
4026,1,100,120,130,100,0,0,0,0,0,0,1024,0,0,0,太古の力EX
4027,1,100,150,200,300,0,0,0,0,0,0,4,0,0,0,終末ノ連戦場EX
4028,1,100,150,200,300,0,0,0,0,0,0,8,0,0,0,終末ノ連戦場EX
4029,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,終末ノ連戦場EX
4030,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,終末ノ連戦場EX
4031,1,100,150,200,300,0,0,0,0,0,0,32,0,0,0,終末ノ連戦場EX
4032,1,100,150,200,300,0,0,0,0,0,0,64,0,0,0,終末ノ連戦場EX
4033,1,100,150,200,300,0,0,0,0,0,0,128,0,0,0,終末ノ連戦場EX
4034,1,100,150,200,300,0,0,0,0,0,0,128,0,0,0,終末ノ連戦場EX
4035,1,100,150,200,300,0,0,0,0,0,0,128,0,0,0,終末ノ連戦場EX
4036,1,100,150,200,300,0,0,0,0,0,0,128,0,0,0,終末ノ連戦場EX
4037,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,終末ノ連戦場EX
4038,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,終末ノ連戦場EX
4039,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,天使と般若EX
4040,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,女帝と亡者EX
4041,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,伯爵と乙女EX
4042,1,100,120,130,100,0,0,0,0,0,0,0,0,0,0,富士山EX
4043,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4044,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4045,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4046,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4047,1,100,150,200,300,0,0,0,0,0,0,1,0,0,0,時の運EX(天国)
4048,1,100,150,200,300,0,0,0,0,0,0,2048,0,0,0,時の運EX(地獄)
4049,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4050,1,100,150,200,300,0,0,0,0,0,0,384,0,0,0,進化素材ドロップEX
4051,1,100,150,200,300,0,0,0,0,0,0,1,0,0,0,修学旅行ステージEX
4052,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,亡者と河豚EX
4053,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,女帝と乙女EX
4054,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,伯爵と天使EX
4055,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,狂乱のもねこ降臨EX
4056,1,100,150,200,300,0,0,0,0,0,0,1,0,0,0,#02「13日は何曜日」EX
4057,1,100,150,200,300,0,0,0,0,0,0,8,0,0,0,お年玉襲来！EX
4058,1,100,150,200,300,0,0,0,0,0,0,8,0,0,0,お年玉襲来！EX(韓国版)
4059,1,100,150,200,200,0,0,0,0,0,0,768,0,0,0,進化素材ドロップEX
4060,1,100,150,200,200,0,0,0,0,0,0,1024,0,0,0,狩人の地図ⅣEX
4061,1,100,150,200,200,0,0,0,0,0,0,0,0,0,0,熱血！リレー大会EX1
4062,1,100,150,200,200,0,0,0,0,0,0,0,0,0,0,熱血！リレー大会EX2
4063,1,100,150,200,200,0,0,0,0,0,0,1,0,0,0,第2章 ツボーン洞窟　EXステージ
4064,1,100,150,200,200,0,0,0,0,0,0,0,0,0,0,進化素材ドロップEX
4065,1,100,150,200,200,0,0,0,0,0,0,512,0,0,0,阿亀と赤子EX
4066,1,100,150,200,200,0,0,0,0,0,0,512,0,0,0,王子と死霊EX
4067,1,100,150,200,200,0,0,0,0,0,0,512,0,0,0,蜜江と聖者EX
4068,1,100,150,200,200,0,0,0,0,0,0,0,0,0,0,イディ第3進化マップ
4069,1,100,150,200,200,0,0,0,0,0,0,0,0,0,0,古代賢者マップ
4070,1,100,150,200,200,0,0,0,0,0,0,13,0,0,0,天下統一への道 ～前編～EX
4071,1,100,150,200,200,0,0,0,0,0,0,112,0,0,0,天下統一への道 ～後編～EX
4072,1,100,150,200,200,0,0,0,0,0,0,85,0,0,0,2024年思い出アルバム ２戦目
4073,1,100,150,200,200,0,0,0,0,0,0,85,0,0,0,2024年思い出アルバム ３戦目
4074,1,100,150,200,200,0,0,0,0,0,0,1,0,0,0,ボーナスステージ
4075,1,100,150,200,200,0,0,0,0,0,0,32,0,0,0,嵐を呼ぶサバイバル　２戦目
4076,1,100,150,200,200,0,0,0,0,0,0,256,0,0,0,嵐を呼ぶサバイバル　３戦目
4077,1,100,150,200,200,0,2,0,0,0,0,171,0,0,0,第1話 正義のヒーロー参上！EX
6000,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,初心の間
6001,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ニコニコの間
7000,1,100,150,200,300,0,2,0,9998,0,0,4095,0,0,0,風雲にゃんこ塔
7001,1,100,150,200,300,0,2,0,9981,0,0,511,0,0,0,にゃんこ別塔【赤】
7002,1,100,150,200,300,0,2,0,9982,0,0,510,0,0,0,にゃんこ別塔【黒】
7003,1,100,150,200,300,0,2,0,9983,0,0,510,0,0,0,にゃんこ別塔【天】
7004,1,100,150,200,300,0,2,0,9984,0,0,510,0,0,0,にゃんこ別塔【蒼】
7005,1,100,150,200,300,0,2,0,9985,0,0,510,0,0,0,にゃんこ別塔【屍】
7006,1,100,150,200,300,0,2,0,9999,0,0,4080,0,0,0,異界にゃんこ塔
7007,1,100,150,200,300,0,2,0,9980,0,0,510,0,0,0,にゃんこ別塔【無】
7008,1,100,150,200,300,0,2,0,9986,0,0,2032,0,0,0,にゃんこ別塔【悪】
7009,1,100,150,200,300,0,2,0,9987,0,0,1792,0,0,0,にゃんこ別塔【古】
7010,1,100,150,200,300,0,2,0,12190,0,0,4095,0,0,0,黄金にゃんこ塔
11000,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11001,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11002,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11003,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11004,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11005,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11006,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11007,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11008,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11009,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11010,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11011,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,ランキングの間
11012,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,ランキングの間
11013,1,100,150,200,300,0,0,0,0,0,0,16,0,0,0,ランキングの間
11014,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11015,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11016,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11017,1,100,150,200,300,0,0,0,0,0,0,128,0,0,0,超・ランキングの間
11018,1,100,150,200,300,0,0,0,0,0,0,0,0,0,0,ランキングの間(旧)
11019,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11020,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間【外伝】
11021,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間【外伝】
11022,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間【外伝】
11023,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11024,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11025,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11026,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,超ランキングの間
11027,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11028,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,超ランキングの間
11029,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,ランキングの間
11030,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,極ランキングの間
11031,1,100,150,200,300,0,0,0,0,0,0,4,0,0,0,ランキングの間
11032,1,100,150,200,300,0,0,0,0,0,0,4,0,0,0,ランキングの間
11033,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,極ランキングの間
11034,1,100,150,200,300,0,0,0,0,0,0,2,0,0,0,超ランキングの間
11035,1,100,150,200,300,0,0,0,0,0,0,256,0,0,0,極ランキングの間
11036,1,100,150,200,200,0,0,0,0,0,0,256,0,0,0,極ランキングの間
11037,1,100,150,200,200,0,0,0,0,0,0,2,0,0,0,ランキングの間
11038,1,100,150,200,200,0,0,0,0,0,0,256,0,0,0,極ランキングの間
11039,1,100,150,200,200,0,0,0,0,0,0,2,0,0,0,ランキングの間
12000,1,100,150,200,300,0,0,0,1,0,0,4,0,0,0,チャレンジバトル
13000,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,真・伝説のはじまり
13001,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,まんぷく秘境
13002,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,アドベン大森林
13003,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,じゃぶじゃぶ旧海道
13004,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,ワンワン湾
13005,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,深淵を覗く者
13006,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,デスメガシティ
13007,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,無法地帯のオキテ
13008,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,パラリラ半島
13009,4,100,150,200,100,0,0,0,0,0,0,512,0,0,0,キャットクーデター
13010,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,桜んぼ島
13011,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,魂底からの帰化
13012,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,絶滅海洋タウン
13013,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,島流しリゾート
13014,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,まどいの魔道路
13015,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,天界バル横丁
13016,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,バトル銭湯
13017,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,はえぬき三連山
13018,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,マリン官邸
13019,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,学園に巣くう悪意
13020,4,100,140,180,100,0,0,0,0,0,0,512,0,0,0,ところてん金鉱
13021,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,酩酊製鉄所
13022,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,暴かれし神殿の秘宝
13023,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,帝政エイジャナイカ
13024,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,鋼鉄スポーツジム
13025,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,明星おきの島
13026,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,眠れる森の何か
13027,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,ラボラ・トリ島
13028,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,忘らるる墓所
13029,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,始まりを告げる朝
13030,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,ハッピーラッキー寺院
13031,4,100,130,170,100,0,0,0,0,0,0,512,0,0,0,キネマ怪館
