item_pack_name_0	Offerta: Pack Friskat!
map_minutes	【Recupero...】Usare ${itemNum} Vitamiao A<br>per recuperare una possibilità di scontro?<br><color=255,255,0>0/${countNum} poss. rimanenti. (${minutes1} min. rimasti al recupero di 1 poss.)</color>
assault_warning	Se superi il livello %d volta/e, dovrai<br>aspettare un po' di tempo prima di riprovare.
talk_001_push	Ritorna domani!
slot_clearteam_txt_0	Usare la formazione da battaglia della tua ultima vittoria?
slot_clearteam_txt_1	Formazione da battaglia della tua ultima vittoria in uso!
slot_clearteam_txt_2	<flash>Impostata la formazione dell'ultima vittoria!</flash>
slot_clearteam_txt_3	Non mostrare "Usa formazione dell'ultima vittoria" nella schermata Equipaggia.
slot_clearteam_error	<color=255,255,0>Nessuna formazione salvata per questo livello.</color>
slot_copy_clearteam	La formazione dell'ultima vittoria sarà copiata.<br>Vai nello slot desiderato per salvare questa squadra,<br>poi seleziona Sostituisci per incollare questa squadra.
slot_paste_clearteam	I tuoi Gatti attuali saranno sostituiti con i Gatti<br>dell'ultima vittoria. OK?
hidden_rarity_0	Livello inferiore
hidden_rarity_1	Livello normale
hidden_rarity_2	Livello superiore
drop_popup_hidden	Hai <flash>scoperto</flash> %@!<br>Vai subito alla Base felina!
hidden_hour	%d h. %d min al completamento della decifrazione!
hidden_minutes	%d minuti al completamento della decifrazione!
unlock_popup_message_77	<flash>Ora puoi decifrare le mappe Enigma!</flash><br>Visita le Saghe leggendarie per<br>ottenere a volte enigmi come ricompense!
unlock_popup_message_78	<flash>Sali di livello!</flash><br>Il livello di decifrazione dell'enigma è <color=255,255,0>%d</color>!<br>Adesso puoi scoprire perfino enigmi più rari!
enemy_name_unknown	[Non identificati]
nyancombo_overwrite_popup_title	Impostare combo felina?
nyancombo_overwrite_popup_description	Tocca la combo felina per vedere l'effetto!
000_gatya_rare.png	i000_gatya_rare_it.png
000_gatya_rare.imgcut	000_gatya_rare_it.imgcut
000_gatya.png	i000_gatya_it.png
000_gatya.imgcut	000_gatya_it.imgcut
003_gatya_tuika01.png	003_gatya_tuika01_it.png
003_gatya_tuika01.imgcut	003_gatya_tuika01_it.imgcut
002_bank.png	i002_bank_it.png
002_bank.imgcut	002_bank_it.imgcut
nekodojo_twitter	I miei Battle Cats hanno segnato %d punti nel Dojo miciodiale: %@!\n%@
nekodojo_facebook	I miei Battle Cats hanno segnato %d punti nel Dojo miciodiale: %@!\n%@
tower_twitter	I miei Battle Cats hanno raggiunto %@ della Torre celestiale!
tower_facebook	I miei Battle Cats hanno raggiunto %@ della Torre celestiale!
facebook_txt1	I miei Battle Cats hanno conquistato %@!\n%@
twitter_txt1	I miei Battle Cats hanno conquistato %@!
picBook_getCatFood1	Hai sbloccato %@!
picBook_getCatFood2	Hai ricevuto 5 Friskat!
challenge_twitter	I miei Battle Cats hanno segnato %d punti su %@ nella battaglia sfida!
challenge_facebook	I miei Battle Cats hanno segnato %d punti su %@ nella battaglia sfida!\n%@
ranking_twitter	I miei Battle Cats hanno segnato %d punti su %@ nei livelli classificati! %@
ranking_facebook	I miei Battle Cats hanno segnato %d punti su %@ nei livelli classificati! \n%@
app_name	The Battle Cats
review1	Se ti piace "The Battle Cats",\nlascia una recensione! Grazie!
review2	Lascia recensione
review3	Forse dopo
review4	No, grazie
appLovin_error0_txt	Nessun video trovato.
appLovin_error1_txt	Riprova.
appLovin_error2_txt	Verifica la tua connessione di rete e riprova.
appLovin_error3_txt	Verifica la memoria disponibile e riprova.
facebook_txt2	Ho raggiunto un super traguardo vincendo una SFIDA in The Battle Cats!
facebook_txt3	Consiglio questa app!\\n*Codice invito\\:「%@」*Puoi inserire il codice dopo aver superato il livello 7 \\(Giappone\\).\\n%@
facebook_txt4	Gatti adorabili e assurdi si scatenano nel gioco di successo "The Battle Cats"! 10.000 XP bonus ACQUISITI!\\nCodice invito Gatti in baccello:「%@」\\n*Puoi inserire il codice dopo aver superato il livello 7 (Giappone).
twitter_txt2	Ho raggiunto un super traguardo vincendo una SFIDA in The Battle Cats!
twitter_txt3	Consiglio questa app!\n*Codice invito:「%@」*Puoi inserire il codice dopo aver superato il livello 7 (Giappone).
twitter_txt4	Gatti adorabili e assurdi si scatenano nel gioco di successo "The Battle Cats"! Ottieni 10.000 XP bonus inserendo un codice invito!\nCodice invito Gatti in baccello:「%@」\n*Puoi inserire il codice dopo aver superato il livello 7 (Giappone).
line_txt1	Ho raggiunto un super traguardo vincendo in modalità sfida su The Battle Cats!\\nApp fantastica! Ottieni 10.000XP con codice invito!\\n*Codice invito:「%@」*Puoi inserirlo dopo aver superato il livello 7 (Giappone).\\n%@
line_txt2	Ho raggiunto un super traguardo vincendo in modalità sfida su The Battle Cats!\nApp fantastica! Ottieni 10.000XP con codice invito!\n*Codice invito:「%@」*Puoi inserirlo dopo aver superato il livello 7 (Giappone).\n%@
line_txt3	Innamorati dell'umorismo contorto di "The Battle Cats"!\nCodice invito Moneko:「%@」*Puoi inserire il codice dopo aver superato il livello 7 (Giappone).\n%@
line_txt4	Innamorati dell'umorismo contorto di "The Battle Cats"!\nCodice invito Gatti in baccello:「%@」*Puoi inserire il codice dopo aver superato il livello 7 (Giappone).\n%@
kakao_txt1	dummy
kakao_txt2	dummy
kakao_txt3	dummy
err_txt1	Rilevata attività non autorizzata (A).
err_txt2	Rilevata attività non autorizzata (B).
err_txt3	Rilevata attività non autorizzata (C).
err_txt4	Rilevata attività non autorizzata (D).
err_txt5	Rilevata attività non autorizzata (E).
err_txt6	Rilevata attività non autorizzata (F).
kerihime_txt1	dummy
kerihime_txt2	dummy
kerihime_txt3	dummy
kerihime_txt4	dummy
kerihime_txt5	dummy
kerihime_txt6	dummy
kerihime_txt7	dummy
kerihime_txt8	dummy
kerihime_txt9	dummy
kerihime_txt11	dummy
kerihime_txt12	dummy
kerihime_txt13	dummy
kerihime_txt21	dummy
kerihime_txt22	dummy
kerihime_txt23	dummy
kerihime_tw49	dummy
kerihime_tw50	dummy
kerihime_fa49	dummy
kerihime_fa50	dummy
manbo_scheme	jp.selectbutton.manbotheworld://collaboration/nyanko1
manbo_url	https://itunes.apple.com/us/app/survive!-mola-mola!/id915222954?l=en&ls=1&mt=8
manbo_txt11	Puoi ottenere regali\nspeciali di Mola Mola giocando\n"Survive! Mola Mola!"\nAvviare l'app "Survive!\nMola Mola!"?
manbo_txt12	Annullare il tuo\nregalo Mola Mola?\nConfermi?\n*Per provare a ottenere\nil regalo dopo aver annullato,\nsupera di nuovo questo livello.
manbo_txt13	Nessuna applicazione trovata.\nScaricare "Survive! Mola Mola!"\ndall'app store?
manbo_txt14	Ottieni ricompense speciali da usare in "Survive! Mola Mola!"
manbo_txt15	Avviare l'app "Survive! Mola Mola"?
manbo_txt16	Se non è installata, verrai indirizzato alla pagina dell'app store.
appstore_txt1	Gatti disgustosamente carini! Semplice e facile per tutti!\nInserisci il codice invito dopo aver superato il livello 7 (Giappone) per ottenere 10.000 XP bonus!\n■Codice invito「%@」\nPrendiamo TUTTI I GATTI!
iosver_error	Aggiorna la tua versione di iOS.
limited_function	Al momento non disponibile.
model_conversion2	Trasferisci
noapp_kakao	Devi installare l'app KakaoTalk.
noapp_line	Devi installare l'app LINE.
store_url	https://itunes.apple.com/us/app/the-battle-cats/id850057092?l=en&ls=1&mt=8
url_abbr	https://ponos.s3.amazonaws.com/iphone/en/battlecats.html
img026.png	img026_it.png
img026.imgcut	img026_it.imgcut
img038.png	img038_it.png
img038.imgcut	img038_it.imgcut
ec000.png	ec000_it.png
ec000.imgcut	ec000_it.imgcut
ec001.png	ec001_it.png
ec001.imgcut	ec001_it.imgcut
ec002.png	ec002_it.png
ec002.imgcut	ec002_it.imgcut
ec003.png	ec003_it.png
ec003.imgcut	ec003_it.imgcut
ec004.png	ec004_it.png
ec004.imgcut	ec004_it.imgcut
ec005.png	ec005_it.png
ec005.imgcut	ec005_it.imgcut
ec006.png	ec006_it.png
ec006.imgcut	ec006_it.imgcut
ec007.png	ec007_it.png
ec007.imgcut	ec007_it.imgcut
ec008.png	ec008_it.png
ec008.imgcut	ec008_it.imgcut
ec009.png	ec009_it.png
ec009.imgcut	ec009_it.imgcut
ec010.png	ec010_it.png
ec010.imgcut	ec010_it.imgcut
ec011.png	ec011_it.png
ec011.imgcut	ec011_it.imgcut
ec012.png	ec012_it.png
ec012.imgcut	ec012_it.imgcut
ec013.png	ec013_it.png
ec013.imgcut	ec013_it.imgcut
ec014.png	ec014_it.png
ec014.imgcut	ec014_it.imgcut
ec015.png	ec015_it.png
ec015.imgcut	ec015_it.imgcut
ec016.png	ec016_it.png
ec016.imgcut	ec016_it.imgcut
ec017.png	ec017_it.png
ec017.imgcut	ec017_it.imgcut
ec018.png	ec018_it.png
ec018.imgcut	ec018_it.imgcut
ec019.png	ec019_it.png
ec019.imgcut	ec019_it.imgcut
ec020.png	ec020_it.png
ec020.imgcut	ec020_it.imgcut
ec021.png	ec021_it.png
ec021.imgcut	ec021_it.imgcut
ec022.png	ec022_it.png
ec022.imgcut	ec022_it.imgcut
ec023.png	ec023_it.png
ec023.imgcut	ec023_it.imgcut
ec024.png	ec024_it.png
ec024.imgcut	ec024_it.imgcut
ec025.png	ec025_it.png
ec025.imgcut	ec025_it.imgcut
ec026.png	ec026_it.png
ec026.imgcut	ec026_it.imgcut
ec027.png	ec027_it.png
ec027.imgcut	ec027_it.imgcut
ec028.png	ec028_it.png
ec028.imgcut	ec028_it.imgcut
ec029.png	ec029_it.png
ec029.imgcut	ec029_it.imgcut
ec030.png	ec030_it.png
ec030.imgcut	ec030_it.imgcut
ec031.png	ec031_it.png
ec031.imgcut	ec031_it.imgcut
ec032.png	ec032_it.png
ec032.imgcut	ec032_it.imgcut
ec033.png	ec033_it.png
ec033.imgcut	ec033_it.imgcut
ec034.png	ec034_it.png
ec034.imgcut	ec034_it.imgcut
ec035.png	ec035_it.png
ec035.imgcut	ec035_it.imgcut
ec036.png	ec036_it.png
ec036.imgcut	ec036_it.imgcut
ec037.png	ec037_it.png
ec037.imgcut	ec037_it.imgcut
ec038.png	ec038_it.png
ec038.imgcut	ec038_it.imgcut
ec039.png	ec039_it.png
ec039.imgcut	ec039_it.imgcut
ec040.png	ec040_it.png
ec040.imgcut	ec040_it.imgcut
ec041.png	ec041_it.png
ec041.imgcut	ec041_it.imgcut
ec042.png	ec042_it.png
ec042.imgcut	ec042_it.imgcut
ec043.png	ec043_it.png
ec043.imgcut	ec043_it.imgcut
ec044.png	ec044_it.png
ec044.imgcut	ec044_it.imgcut
ec045.png	ec045_it.png
ec045.imgcut	ec045_it.imgcut
ec046.png	ec046_it.png
ec046.imgcut	ec046_it.imgcut
img007.png	img007_it.png
img007.imgcut	img007_it.imgcut
img009_3.png	img009_3_it.png
img009_3.imgcut	img009_3_it.imgcut
img009_4.png	img009_4_it.png
img009_4.imgcut	img009_4_it.imgcut
img009_5.png	img009_5_it.png
img009_5.imgcut	img009_5_it.imgcut
img009_6.png	img009_6_it.png
img009_6.imgcut	img009_6_it.imgcut
img013.png	img013_it.png
img013.imgcut	img013_it.imgcut
img017.png	img017_it.png
img017.imgcut	img017_it.imgcut
img018.png	img018_it.png
img018.imgcut	img018_it.imgcut
img030.png	img030_it.png
img030.imgcut	img030_it.imgcut
img035.png	img035_it.png
img035.imgcut	img035_it.imgcut
img036.png	img036_it.png
img036.imgcut	img036_it.imgcut
img050.png	img050_it.png
img050.imgcut	img050_it.imgcut
img101.png	img101_it.png
img101.imgcut	img101_it.imgcut
img102.png	img102_it.png
img102.imgcut	img102_it.imgcut
ot000_c.png	ot000_c_it.png
ot000_c.imgcut	ot000_c_it.imgcut
ot000_o.png	ot000_o_it.png
ot000_o.imgcut	ot000_o_it.imgcut
ot001_c.png	ot001_c_it.png
ot001_c.imgcut	ot001_c_it.imgcut
ot001_o.png	ot001_o_it.png
ot001_o.imgcut	ot001_o_it.imgcut
ot002_c.png	ot002_c_it.png
ot002_c.imgcut	ot002_c_it.imgcut
ot002_o.png	ot002_o_it.png
ot002_o.imgcut	ot002_o_it.imgcut
ot003_c.png	ot003_c_it.png
ot003_c.imgcut	ot003_c_it.imgcut
ot003_o.png	ot003_o_it.png
ot003_o.imgcut	ot003_o_it.imgcut
ot004_c.png	ot004_c_it.png
ot004_c.imgcut	ot004_c_it.imgcut
ot004_o.png	ot004_o_it.png
ot004_o.imgcut	ot004_o_it.imgcut
ot005_c.png	ot005_c_it.png
ot005_c.imgcut	ot005_c_it.imgcut
ot005_o.png	ot005_o_it.png
ot005_o.imgcut	ot005_o_it.imgcut
ot006_c.png	ot006_c_it.png
ot006_c.imgcut	ot006_c_it.imgcut
ot006_o.png	ot006_o_it.png
ot006_o.imgcut	ot006_o_it.imgcut
ot007_c.png	ot007_c_it.png
ot007_c.imgcut	ot007_c_it.imgcut
ot007_o.png	ot007_o_it.png
ot007_o.imgcut	ot007_o_it.imgcut
ot008_c.png	ot008_c_it.png
ot008_c.imgcut	ot008_c_it.imgcut
ot008_o.png	ot008_o_it.png
ot008_o.imgcut	ot008_o_it.imgcut
ot009_c.png	ot009_c_it.png
ot009_c.imgcut	ot009_c_it.imgcut
ot009_o.png	ot009_o_it.png
ot009_o.imgcut	ot009_o_it.imgcut
ot010_c.png	ot010_c_it.png
ot010_c.imgcut	ot010_c_it.imgcut
ot010_o.png	ot010_o_it.png
ot010_o.imgcut	ot010_o_it.imgcut
ot011_c.png	ot011_c_it.png
ot011_c.imgcut	ot011_c_it.imgcut
000_img013.imgcut	i000_img013_it.imgcut
terms_network_unavailable	Errore di connessione<br>Verifica la tua rete e riprova.
item_pack_name_21	Pack ringraziamento
item_pack_name_22	Solo ora: Acquista 1 Biglietto platino!
zombie_sns	La mia armata felina ha salvato %@ da un'invasione zombi! %s %s
Invasion_sns	La mia armata felina ha salvato la galassia da una minaccia potentissima! %s %s
item_pack_name_23	Pack avvio
item_pack_name_24	Pack avvio super
item_pack_name_25	Pack avvio ultra
item_pack_name_26	Offerta Campione
talk_002_push	Psst! Vieni nella Base felina, abbiamo delle novità!
equipment_unworn	La sfera talento nella rimessa verrà equipaggiata.
equipment_confirm	Equipaggiare "${characterName}"<br>con "${equipmentName}"?<br>${faultMessage}
release_confirm	Usare NP per rimuovere <br>%@? (%d → <color=255,255,0>%d</color>)<br>Puoi anche sovrascrivere<br>il talento attualmente equipaggiato.
release_error	NP insufficienti.<br>%d NP richiesti.
composition_confirm	Fondere con %@ x%d per<br>aumentare il grado talento? (%@ → <color=255,255,0>%@</color>)
composition_error	%d di questa sfera talento richiesta per fondere.<br>Necessario %d in più!
composition_finish	Fusione riuscita!<br>Hai ricevuto %@!
composition_limit	Massimo grado raggiunto.<br>Fusione non più possibile in questa versione.
overwrite_confirm	Sovrascrivere la sfera talento equipaggiata<br>per equipaggiare %@?<br><color=255,255,0>La sfera attuale "%@" verrà distrutta!</color>
overwrite_remind	<color=255,255,0>La sfera attualmente equipaggiata "%@"<br>verrà distrutta. Confermi?</color>
exchange_all_equip_np	Scambiare le sfere nella Rimessa per NP.<br>Vuoi davvero farlo? (%d → <color=255,255,0>%d</color>)
equipment_drop	${rewardName}<br><color=255,255,0>Sfera talento:</color> ${equipmentName} +${equipmentNum}<br>${itemPossession}
equipment_limit	La rimessa delle sfere talento è piena.<br>Fondi o scambia sfere per NP<br>per fare spazio a nuove sfere.<br>
potential_name	Talento 
potential_storge	%d sfere attualmente custodite nella rimessa.
slotunlock_medal_txt1	Condizioni di sblocco non ancora soddisfatte!<br>Requisiti di sblocco: %d miaodaglie
item_pack_name_27	Unità limitata: "Gatto gacha"
unlock_popup_message_79	<flash>Filtro consigliati sbloccato</flash><br>Tocca l'interruttore su<br> Saghe leggendarie/livelli speciali per mostrare<br>i livelli non superati adatti al tuo<br>livello attuale!
filterstage_txt1	Filtro consigliati<br>Accendendo l'interruttore verranno mostrate solo<br>le mappe non superate consigliate per te.
slotunlock_number_txt1	Slot formazione di battaglia %d sbloccato!
scheme_popup_77	<flash>Grazie per le risposte al sondaggio!<br>Goditi %@%@!</flash>
zombie_talk_0	Invasione di zombi ora qui: <br><flash>%s</flash>!
zombie_talk_1	Invasione di zombi qui: <br><flash>%s</flash>!
chapter_name_0	Impero dei Gatti Cap. 1
chapter_name_1	Impero dei Gatti Cap. 2
chapter_name_2	Impero dei Gatti Cap. 3
chapter_name_4	Verso il futuro Cap. 1
chapter_name_5	Verso il futuro Cap. 2
chapter_name_6	Verso il futuro Cap. 3
chapter_name_7	Gatti del Cosmo Cap. 1
unlock_popup_message_80	<flash>Livello Vitamiao: "Clionel Ascendente" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_81	<flash>Livello Vitamiao: "Fiume Stige" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_82	<flash>Livello Vitamiao: "Incoronazione regale" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_83	<flash>Livello Vitamiao: "Debutto da morti" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_84	<flash>Livello Vitamiao: "Vendetta di re Wahwah" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_85	<flash>Livello Vitamiao: "Sogno profondo" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_86	<flash>Livello Vitamiao: "Catastrofe cremisi" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_87	<flash>Livello Vitamiao: "Paradiso delle tenebre" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_88	<flash>Livello Vitamiao: "Ineguagliabile" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_89	<flash>Livello Vitamiao: "Ira del paradiso" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_90	<flash>Livello Vitamiao: "Dolce ironia" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_91	<flash>Livello Vitamiao: "Dimensione disperata" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_92	<flash>Livello Vitamiao: "Il Gatto matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_93	<flash>Livello Vitamiao: "Il panzer matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_94	<flash>Livello Vitamiao: "L'ascia matta" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_95	<flash>Livello Vitamiao: "L'alto matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_96	<flash>Livello Vitamiao: "La mucca matta" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_97	<flash>Livello Vitamiao: "L'uccello matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_98	<flash>Livello Vitamiao: "Il pesce matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_99	<flash>Livello Vitamiao: "La lucertola matta" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_100	<flash>Livello Vitamiao: "Il Titano matto" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlockpopup_Guide_1	Dai un'occhiata al menu Guida per maggiori informazioni!
jinja_saisen00	Offrire 100.000 XP per la benedizione<br> di materiali per la Base felina?
jinja_saisen01	Offrire 1 milione di XP per la benedizione<br> di miagrumi?
jinja_saisen02	Offrire 3 milioni di XP per la benedizione<br> di Occhio di gatto?
jinja_saisen03	Offrire 5 milioni di XP per la benedizione<br> di una fantastica ricompensa misteriosa?
jinja_lock00	XP insufficienti...<br>* Ottieni altri XP superando i livelli<br>o acquistando XP nel negozio.
jinja_lock01	Abbiamo esaurito le ricompense...
jinja_lock02	Il Santuario è scomparso nella nebbia...
jinja_itemget	Hai ricevuto: %@!
legend_warning	<color=255,255,0>Requisiti sfida<br>Supera tutti i livelli corona delle Saghe leggendarie</color>
item_pack_name_28	Acquisto unità limitata: "Uovo di Mini Gattlope"
jinja_levelup_popup	<flash>Nuovo livello!</flash><br>Il Santuario felino è al livello %d!<br>
gamatotoReward_1_2	Grande fortuna concessa!
talk_003_push	
jinja_omikuji00	Offrire 5 XP per ricevere un oracolo?
omikuji_lock00	XP insufficienti...<br>* Supera i livelli per ottenere ancora<br>o acquistali al negozio di oggetti.
omikuji_lock01	La scatola degli oracoli è vuota...
gama_jinja_00_popup	<flash>Ottieni bonus con gli oracoli!</flash><br>Inari si è unito alla squadra di Gamatoto!<br>Per una spedizione, le ricompense aumenteranno.<br>* Non si applica alle ricompense in Friskat.
gama_jinja_00_name	Inari
gama_jinja_00_charatext	Servitore del Gatto divino, giunge in aiuto di Gamatoto, per ora<br>Aumenta le ricompense trovate per una spedizione!<br>* Non si applica alle ricompense in Friskat.
item_pack_name_29	Occasione: Biglietto leggenda in offerta
omikuji_fortune00	Desideri: 
omikuji_fortune01	Carriera: 
omikuji_fortune02	Visite: 
omikuji_fortune03	Lavoro: 
omikuji_fortune04	Oggetto perduto: 
omikuji_fortune05	Soldi: 
omikuji_fortune06	Viaggi: 
omikuji_fortune07	Rivalità: 
omikuji_fortune08	Salute: 
omikuji_fortune09	Amore: 
omikuji_outlook	<color=255,255,0>Prospettive: </color>
gatyadata_error_popup	Capsule non disponibili.
htmldata_error_popup	Impossibile visualizzare la pagina.
gama_jinja_00_gohome	Inari è tornato nel regno del Gatto divino.
gama_collabo_03_popup	<flash>Hatsune Miku Collab!</flash><br>Snow Miku's loyal pet "Rabbit Yukine"<br>appears to help the Gamatoto crew!<br>While they are here, Gamatoto rewards increase!<br>※ Cat Food excluded.
gama_collabo_03_name	Rabbit Yukine
gama_collabo_03_charatext	Snow Miku's loyal pet "Rabbit Yukine"<br>appears to help the Gamatoto crew!<br>While they are here, Gamatoto rewards increase!<br>※ Cat Food excluded.
gamestop_device	Questi dati sono attivi altrove\n e non possono più essere usati su questo dispositivo. \n Se vuoi usare questo dispositivo, reinstalla \n l'app e ricomincia dall'inizio.
item_pack_name_32	Offerta aiuto: 3 ore di Gatti ricconi illimitati!
item_pack_name_33	Offerta aiuto: 3 ore di Gatti CPU illimitati!
item_pack_name_34	Offerta aiuto: 3 ore di Gatti cecchini illimitati!
otasuke_sale2	Gatti ricconi illimitati per 3 ore!<br>
otasuke_sale3	Gatti CPU illimitati per 3 ore!<br>
otasuke_sale5	Gatti cecchini illimitati per 3 ore!<br>
GiftMessage_019	<flash>Ricompensa livello 8</flash><br>Supera il livello finale di "Labirinto antica foresta"<br>per una piccola poss. di sbloccare<br>il Gatto speciale "Doron in maschera stagionato"!
save_failed1	Spazio di memorizzazione insufficiente. Impossibile salvare i dati.
save_failed2	Spazio di memorizzazione insufficiente. Impossibile salvare i dati.
comeback_stamp_push01	Hai ricevuto il Timbro bentornato del giorno? Ottieni tantissimi XP bonus!
comeback_stamp_push02	Ottieni 3 miaobiglietti ogni giorno con la ricompensa dei Timbri bentornato!
comeback_stamp_push03	Hai ricevuto il Timbro bentornato del giorno? Ottieni 2 Biglietti rari al settimo timbro!
item_pack_name_36	Offerta: Bronzo! Pacchetto oggetti e Friskat
item_pack_name_37	Offerta: Argento! Pacchetto oggetti e Friskat
item_pack_name_38	Offerta: Oro! Pacchetto oggetti e Friskat
item_conversion	%d Pezzi di platino scambiati<br>per <flash>Biglietto platino x %d</flash>
fragment_message	Scambia 10 pezzi di platino<br>per 1 Biglietto platino.<br>Pezzi attuali: %d
fragment_bonus	Ottieni 1 pezzo di platino omaggio<br>a ogni sorteggio di ${gatyaNumber} capsule!<br>Scambia 10 pezzi di platino<br>per 1 <flash>Biglietto platino</flash>!
applang	en
equipment_error	Questo Talento può essere usato solo se l'unità<br>ha già l'abilità "%@: %@".
scratch_message	Hai ricevuto %s x%d
scratch_SNS_000	Ho vinto %d Friskat con la #BattleCatsScratcher!<br>Prova una volta alla settimana per vincere un premio fantastico!<br><br>#TheBattleCats
item_pack_name_39	Pack festa
potential_skill_name57	Obiettivo aku
assault_skip	【Va un po' meglio...】<br><flash>Un tentativo recuperato!</flash><br>Ritorno alla schermata di Selezione livello.<br><color=255,255,0>Tentativi disponibili: 1/${countNum} ${assaultWord}</color>
assault_word	(Recupero completo tra ${minutes2} min.)
potential_skill_name58	Perfora scudo
potential_skill_name59	Fitta al cuore
potential_skill_name60	Maledizione
demon_error_popup	<color=255,255,0>Non puoi ancora affrontare questo livello.</color>
demon_timelimit	Tempo rimasto: %d:%02d:%02d
sealed_announce	Bloccato dal potere dell'altare Aku<br>Blocco livello attuale: %d
sealed_release	L'altare Aku è stato distrutto e alcuni livelli ripristinati!<br><flash>Limite attuale: livello %d</flash>
sealed_information	Senti il potere dell'altare Aku...<br><color=255,255,0>Limite attuale: livello %d</color>
unlock_popup_message_101	<flash>Appaiono altari Aku!</flash><br>La tua ricerca di Aku è completata e i cancelli di Aku si sono aperti!<br>Visita l'Impero dei Gatti per accedere a questo oscuro regno...
unlock_popup_message_102	<flash>Prete Mamon è stato sconfitto dall'armata felina!</flash><br>Ma il ritorno del Signore della Rovina non è stato fermato...
unlock_popup_message_103	<flash>Bonus piazza pulita!</flash><br> Gatto speciale "%@" sbloccato!<br>Attiva questo Gatto nel menu Potenzia!
unlock_popup_message_104	<flash>Altare Aku distrutto!</flash><br>I tuoi Gatti e i livelli sono stati ripristinati!
demon_return_title	Ricompense non riscattate disponibili!<br>Visita la Base felina per ottenere le tue ricompense.<br>Vai al menu del titolo...
demon_return_select	Ricompense non riscattate disponibili!<br>Visita la Base felina per ottenere le tue ricompense.<br>Vai alla Base felina...
stage_restriction_charagroup_5	Unità Miaoccademia Batticuore
stage_restriction_charagroup_6	Unità insetto "Gatti estivi"
scheme_item_param_87	nyanko9_en1
scheme_popup_87	Battle Cats Quest<br>Collab Mission Reward 1<br><flash>You got %@ x%@!</flash>
scheme_item_param_88	nyanko9_en2
scheme_popup_88	Battle Cats Quest<br>Collab Mission Reward 2<br><flash>You got %@ x%@!</flash>
scheme_item_param_89	nyanko9_en3
scheme_popup_89	Battle Cats Quest<br>Collab Mission Reward 3<br><flash>You got %@ x%@!</flash>
scheme_item_param_90	nyanko9_en4
scheme_popup_90	Battle Cats Quest<br>Collab Mission Reward 4<br><flash>You got %@ x%@!</flash>
scheme_item_param_91	nyanko9_en5
scheme_popup_91	Battle Cats Quest<br>Collab Mission Reward 5<br><flash>You got %@ x%@!</flash>
settlement_error	Pagamento non completato.\nRiceverai l'oggetto al completamento del pagamento.
tower_sns_006	La mia armata felina ha invaso il piano numero %@ della Torre infernale! %s %s
scheme_item_param_96	
scheme_popup_96	<flash>Grazie per le risposte al sondaggio!<br>Goditi %@%@!</flash>
skip_description	Avevi già superato il livello ${stageName1}: adesso puoi<br>cominciare il tuo viaggio dal livello <flash>${stageName2}</flash>!
stageskip_message_0	Hai superato il livello ${stageName1} della Torre celestiale!<br>Comincerai il tuo prossimo viaggio dal livello <flash>${stageName2}</flash>!
stageskip_message_1	Hai superato il livello ${stageName1} della Torre infernale!<br>Comincerai il tuo prossimo viaggio dal livello <flash>${stageName2}</flash>!
