stageID,星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,マップ名
4042,1,100,120,130,100,0,0,0,0,0,0,0,0,EXステージ
4043,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4044,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4045,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4046,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4047,1,100,150,200,300,0,0,0,0,0,0,1,0,EXステージ
4048,1,100,150,200,300,0,0,0,0,0,0,2048,0,EXステージ
4049,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4050,1,100,150,200,300,0,0,0,0,0,0,384,0,EXステージ
4051,1,100,150,200,300,0,0,0,0,0,0,1,0,EXステージ
4052,1,100,150,200,300,0,0,0,0,0,0,256,0,亡者と河豚（２マップ目）
4053,1,100,150,200,300,0,0,0,0,0,0,256,0,女帝と乙女（２マップ目）
4054,1,100,150,200,300,0,0,0,0,0,0,256,0,伯爵と天使（２マップ目）
4055,1,100,150,200,300,0,0,0,0,0,0,256,0,狂乱のもねこ（EX）
4056,1,100,150,200,300,0,0,0,0,0,0,1,0,EXステージ
4057,1,100,150,200,300,0,0,0,0,0,0,8,0,EXステージ
4058,1,100,150,200,300,0,0,0,0,0,0,8,0,EXステージ
4059,1,100,150,200,200,0,0,0,0,0,0,768,0,EXステージ
4060,1,100,150,200,200,0,0,0,0,0,0,1024,0,EXステージ
7000,1,100,150,200,300,0,2,0,9998,0,0,4095,0,にゃんこ塔
7001,1,100,150,200,300,0,2,0,9991,0,0,511,0,にゃんこ塔亜種（赤い敵）
7002,1,100,150,200,300,0,2,0,9992,0,0,510,0,にゃんこ塔亜種（黒い敵）
7003,1,100,150,200,300,0,2,0,9993,0,0,510,0,にゃんこ塔亜種（天使）
7004,1,100,150,200,300,0,2,0,9994,0,0,510,0,にゃんこ塔亜種（エイリアン）
7005,1,100,150,200,300,0,2,0,9995,0,0,510,0,にゃんこ塔亜種（ゾンビ）
7006,1,100,150,200,300,0,2,0,9999,0,0,4080,0,異界にゃんこ塔
7007,1,100,150,200,300,0,2,0,9996,0,0,510,0,にゃんこ塔亜種（白）
7008,1,100,150,200,300,0,2,0,9997,0,0,2032,0,にゃんこ塔亜種（悪）
12000,1,100,150,200,300,0,0,0,1,0,0,4,0,チャレンジバトル
13000,4,100,150,200,100,0,0,0,0,0,0,512,0,真・伝説のはじまり
13001,4,100,150,200,100,0,0,0,0,0,0,512,0,まんぷく秘境
13002,4,100,150,200,100,0,0,0,0,0,0,512,0,アドベン大森林
13003,4,100,150,200,100,0,0,0,0,0,0,512,0,じゃぶじゃぶ旧街道
13004,4,100,150,200,100,0,0,0,0,0,0,512,0,ワンワン湾
13005,4,100,150,200,100,0,0,0,0,0,0,512,0,深淵を覗く者
13006,4,100,150,200,100,0,0,0,0,0,0,512,0,デスメガシティ
13007,4,100,150,200,100,0,0,0,0,0,0,512,0,無法地帯のオキテ
13008,4,100,150,200,100,0,0,0,0,0,0,512,0,パラリラ半島
13009,4,100,150,200,100,0,0,0,0,0,0,512,0,キャットクーデター
13010,4,100,140,180,100,0,0,0,0,0,0,512,0,桜んぼ島
13011,4,100,140,180,100,0,0,0,0,0,0,512,0,魂底からの帰化
13012,4,100,140,180,100,0,0,0,0,0,0,512,0,絶滅海洋タウン
13013,4,100,140,180,100,0,0,0,0,0,0,512,0,島流しリゾート
13014,4,100,140,180,100,0,0,0,0,0,0,512,0,まどいの魔道路
13015,4,100,140,180,100,0,0,0,0,0,0,512,0,天界バル横丁
13016,4,100,140,180,100,0,0,0,0,0,0,512,0,バトル銭湯
13017,4,100,140,180,100,0,0,0,0,0,0,512,0,はえぬき三連山
13018,4,100,140,180,100,0,0,0,0,0,0,512,0,マリン官邸
13019,4,100,140,180,100,0,0,0,0,0,0,512,0,学園に巣くう悪意
13020,4,100,140,180,100,0,0,0,0,0,0,512,0,ところてん金鉱
13021,4,100,130,170,100,0,0,0,0,0,0,512,0,酩酊製鉄所
13022,4,100,130,170,100,0,0,0,0,0,0,512,0,暴かれし神殿の秘宝
13023,4,100,130,170,100,0,0,0,0,0,0,512,0,帝政エイジャナイカ
13024,4,100,130,170,100,0,0,0,0,0,0,512,0,鋼鉄スポーツジム
13025,4,100,130,170,100,0,0,0,0,0,0,512,0,明星おきの島
13026,4,100,130,170,100,0,0,0,0,0,0,512,0,眠れる森の何か
13027,4,100,130,170,100,0,0,0,0,0,0,512,0,ラボラ・トリ島
13028,4,100,130,170,100,0,0,0,0,0,0,512,0,忘らるる墓所
13029,4,100,130,170,100,0,0,0,0,0,0,512,0,始まりを告げる朝
13030,4,100,130,170,100,0,0,0,0,0,0,512,0,ハッピーラッキー寺院
13031,4,100,130,170,100,0,0,0,0,0,0,512,0,キネマ怪館
13032,4,100,130,170,100,0,0,0,0,0,0,512,0,ダイバー都市
13033,4,100,130,170,100,0,0,0,0,0,0,512,0,ナシゴ・レン
13034,4,100,130,170,100,0,0,0,0,0,0,512,0,DNA果樹園
13035,4,100,130,170,100,0,0,0,0,0,0,512,0,古代樹の迷宮
13036,4,100,130,160,100,0,0,0,0,0,0,1024,0,立ちはだかる者達の城
13037,4,100,130,150,100,0,0,0,0,0,0,1024,0,時空のゆがみ
13038,3,100,130,150,100,0,0,0,0,0,0,1024,0,大厄災のはじまり
13039,3,100,130,150,100,0,0,0,0,0,0,1024,0,魔海域ビックラ港
13040,3,100,130,150,100,0,0,0,0,0,0,1024,0,デッドヒートランド
13041,3,100,130,150,100,0,0,0,0,0,0,1024,0,バラ色の袋小路
13042,3,100,130,150,100,0,0,0,0,0,0,1024,0,千年獣の霊峰
13043,3,100,120,140,100,0,0,0,0,0,0,1024,0,ムーディストビーチ
13044,2,100,120,200,100,0,0,0,0,0,0,1024,0,猫追いしふるさと
13045,2,100,120,200,100,0,0,0,0,0,0,1024,0,海賊王商店街
13046,2,100,120,200,100,0,0,0,0,0,0,1024,0,真なる虚実を紡ぐ道
13047,2,100,110,200,100,0,0,0,0,0,0,1024,0,人類ネコ化計画
13048,2,100,110,200,100,0,0,0,0,0,0,1024,0,古代神樹
14000,1,100,120,130,100,4,3,3,5304,0,0,112,0,ネコビタン進化の黄マタタビ
14001,1,100,120,130,100,4,3,3,5303,0,0,112,0,ネコビタン進化の青マタタビ
14002,1,100,120,130,100,4,3,3,5302,0,0,112,0,ネコビタン進化の赤マタタビ
14003,1,100,120,130,100,4,3,3,5301,0,0,112,0,ネコビタン進化の紫マタタビ
14004,1,100,120,130,100,4,3,3,5300,0,0,112,0,ネコビタン進化の緑マタタビ
14005,1,100,120,130,100,9,3,2,5400,0,0,16,0,ネコビタン逆襲のカオル君
14006,1,100,120,130,100,9,3,3,5401,0,0,16,0,ネコビタン逆襲のカバちゃん
14007,1,100,120,130,100,9,3,3,5402,0,0,2,0,ネコビタンにゃんチケ★チャンス
14008,1,100,120,130,100,3,3,1,5501,0,0,512,0,ネコビタン超極ゲリラ経験値にゃ
14009,1,100,120,130,100,3,3,2,5502,0,0,256,0,ネコビタン極ゲリラ経験値にゃ
14010,1,100,120,130,100,3,3,3,5503,0,0,128,0,ネコビタン超ゲリラ経験値にゃ
14011,1,100,120,130,100,3,3,3,5504,0,0,62,0,ネコビタンゲリラ経験値にゃ
14012,1,100,150,200,300,0,3,1,5200,0,0,128,0,ネコビタン断罪天使クオリネル降臨
14013,1,100,150,200,300,0,3,1,5201,0,0,256,0,ネコビタン地獄門
14014,1,100,150,200,300,0,3,1,5202,0,0,256,0,ネコビタン女帝飛来
14015,1,100,150,200,300,0,3,1,5203,0,0,256,0,ネコビタン亡者デブウ降臨
14016,1,100,150,200,300,0,3,1,5204,0,0,256,0,ネコビタンチワワン伯爵降臨
14017,1,100,150,200,300,0,3,1,5205,0,0,256,0,ネコビタン夜は短し夢みよ乙女
14018,1,100,150,200,300,0,3,1,5100,0,0,16,0,ネコビタン紅のカタストロフ
14019,1,100,150,200,300,0,3,1,5101,0,0,16,0,ネコビタンダークネスヘブン
14020,1,100,150,200,300,0,3,1,5102,0,0,16,0,ネコビタン国士無双
14021,1,100,150,200,300,0,3,1,5103,0,0,64,0,ネコビタン天罰
14022,1,100,150,200,300,0,3,1,5104,0,0,16,0,ネコビタン鉄子の部屋
14023,1,100,150,200,300,0,3,1,5105,0,0,64,0,ネコビタン絶望異次元
14024,1,100,150,200,300,0,3,1,5000,0,0,64,0,ネコビタン狂乱のネコ降臨
14025,1,100,150,200,300,0,3,1,5001,0,0,64,0,ネコビタン狂乱のタンク降臨
14026,1,100,150,200,300,0,3,1,5002,0,0,64,0,ネコビタン狂乱のバトル降臨
14027,1,100,150,200,300,0,3,1,5003,0,0,64,0,ネコビタン狂乱のキモネコ降臨
14028,1,100,150,200,300,0,3,1,5004,0,0,64,0,ネコビタン狂乱のウシ降臨
14029,1,100,150,200,300,0,3,1,5005,0,0,64,0,ネコビタン狂乱のトリ降臨
14030,1,100,150,200,300,0,3,1,5006,0,0,64,0,ネコビタン狂乱のフィッシュ降臨
14031,1,100,150,200,300,0,3,1,5007,0,0,64,0,ネコビタン狂乱のトカゲ降臨
14032,1,100,150,200,300,0,3,1,5008,0,0,64,0,ネコビタン狂乱の巨神降臨
14033,1,100,150,200,300,0,3,1,5206,0,0,256,0,ネコビタンブルーインパクト
14034,1,100,150,200,300,0,3,3,5009,0,0,336,0,狂乱のもねこ
14035,1,100,150,200,300,0,3,1,5106,0,0,128,0,緊急爆風警報
14036,1,100,150,200,300,0,3,1,5107,0,0,128,0,ローリングデッド
14037,1,100,150,200,300,0,3,1,5110,0,0,512,0,台風零号
14038,1,100,150,200,300,0,3,1,5108,0,0,128,0,メガサターン
14039,1,100,150,200,300,0,3,1,5207,0,0,512,0,ほの暗い沼の底から
14040,1,100,150,200,300,0,3,1,5050,0,0,256,0,大狂乱のネコ降臨
14041,1,100,150,200,300,0,3,1,5051,0,0,256,0,大狂乱のタンク降臨
14042,1,100,150,200,300,0,3,1,5052,0,0,256,0,大狂乱のバトル降臨
14043,1,100,150,200,300,0,3,1,5053,0,0,256,0,大狂乱のキモネコ降臨
14044,1,100,150,200,300,0,3,1,5054,0,0,256,0,大狂乱のウシ降臨
14045,1,100,150,200,300,0,3,1,5055,0,0,256,0,大狂乱のトリ降臨
14046,1,100,150,200,300,0,3,1,5056,0,0,256,0,大狂乱のフィッシュ降臨
14047,1,100,150,200,300,0,3,1,5057,0,0,256,0,大狂乱のトカゲ降臨
14048,1,100,150,200,300,0,3,1,5058,0,0,256,0,大狂乱の巨神降臨
14049,1,100,150,200,300,0,3,1,5109,0,0,128,0,絶望新次元
14050,1,100,150,200,300,3,3,1,5500,0,0,1664,0,超極悪ゲリラ経験値にゃ！
16000,1,100,150,200,300,0,2,0,9990,0,0,4095,0,レジェンドクエスト
24000,1,100,150,200,300,0,2,1,9900,30,0,0,0,ヒュージゴマ強襲 !（旧）
24001,1,100,150,200,300,0,2,1,9901,30,0,0,0,ヒュージゴマ強襲 !!（旧）
24002,1,100,150,200,300,0,2,1,9902,30,0,0,0,ヒュージゴマ強襲 !!!（旧）
24003,1,100,150,200,300,0,2,1,9903,30,0,0,0,ジャイアント黒蔵強襲 !（旧）
24004,1,100,150,200,300,0,2,1,9904,30,0,0,0,ジャイアント黒蔵強襲 !!（旧）
24005,1,100,150,200,300,0,2,1,9905,30,0,0,0,ジャイアント黒蔵強襲 !!!（旧）
24006,1,100,150,200,300,0,2,1,9906,30,0,0,0,ギガガガ強襲 !（旧）
24007,1,100,150,200,300,0,2,1,9907,30,0,0,0,ギガガガ強襲 !!（旧）
24008,1,100,150,200,300,0,2,1,9908,30,0,0,0,ギガガガ強襲 !!!（旧）
24009,1,100,150,200,300,0,2,1,9909,30,0,0,0,デッカーバチャン強襲 !（旧）
24010,1,100,150,200,300,0,2,1,9910,30,0,0,0,デッカーバチャン強襲 !!（旧）
24011,1,100,150,200,300,0,2,1,9911,30,0,0,0,デッカーバチャン強襲 !!!（旧）
24012,1,100,150,200,300,0,2,3,9912,30,0,511,0,ウシわんこ強襲 !
24013,1,100,150,200,300,0,2,3,9913,30,0,2046,0,バレンタイン強襲 !
24014,1,100,150,200,300,0,2,3,12140,30,0,2046,0,イースター強襲 !
24015,1,100,150,200,300,0,2,3,9812,30,0,240,0,月イベント強襲・6月前半
24016,1,100,150,200,300,0,2,3,9813,30,0,384,0,月イベント強襲・6月後半
24017,1,100,150,200,300,0,2,3,9810,30,0,240,0,月イベント強襲・7月前半
24018,1,100,150,200,300,0,2,3,9811,30,0,384,0,月イベント強襲・7月後半
24019,1,100,150,200,300,0,2,3,12105,30,0,255,0,ねこのなつやすみ
24020,1,100,150,200,300,0,2,3,9900,30,0,3968,0,ヒュージゴマ強襲 !（改修版）
24021,1,100,150,200,300,0,2,3,9808,30,0,240,0,月イベント強襲・8月前半
24022,1,100,150,200,300,0,2,3,9809,30,0,384,0,月イベント強襲・8月後半
24023,1,100,150,200,300,0,2,3,9806,30,0,240,0,月イベント強襲・9月前半
24024,1,100,150,200,300,0,2,3,9807,30,0,384,0,月イベント強襲・9月後半
24025,1,100,150,200,300,0,2,3,9804,30,0,240,0,月イベント強襲・10月前半
24026,1,100,150,200,300,0,2,3,9805,30,0,384,0,月イベント強襲・10月後半
24027,1,100,150,200,300,0,2,3,9903,30,0,3968,0,ジャイアント黒蔵強襲 !（改修版）
24028,1,100,150,200,300,0,2,3,9802,30,0,240,0,月イベント強襲・11月前半
24029,1,100,150,200,300,0,2,3,9803,30,0,384,0,月イベント強襲・11月後半
24030,1,100,150,200,300,0,2,3,9800,30,0,240,0,月イベント強襲・12月前半
24031,1,100,150,200,300,0,2,3,9801,30,0,384,0,月イベント強襲・12月後半
24032,1,100,150,200,300,0,2,3,9822,30,0,240,0,月イベント強襲・1月前半
24033,1,100,150,200,300,0,2,3,9823,30,0,384,0,月イベント強襲・1月後半
24034,1,100,150,200,300,0,2,3,9906,30,0,3968,0,ギガガガ強襲 !（改修版）
24035,1,100,150,200,300,0,2,3,9909,30,0,3968,0,デッカーバチャン強襲 !（改修版）
24036,1,100,150,200,300,0,2,3,9916,30,0,511,0,ことよろにゃ強襲！(ΦωΦ)
24037,1,100,150,200,300,0,2,3,9910,30,0,3968,0,大天使エクスエル強襲！
24038,1,100,150,200,300,0,2,3,9911,30,0,3968,0,ビッグ・ペンZ強襲！
24039,1,100,150,200,300,0,2,3,9820,30,0,240,0,月イベント強襲・2月前半
24040,1,100,150,200,300,0,2,3,9821,30,0,384,0,月イベント強襲・2月後半
24041,1,100,150,200,300,0,2,3,12119,30,0,255,0,お祭りにゃんこ～春節編～
24042,1,100,150,200,300,0,2,3,12125,30,0,1023,0,ネコたちの逆襲
24043,1,100,150,200,300,0,2,3,9818,30,0,240,0,月イベント強襲・3月前半
24044,1,100,150,200,300,0,2,3,9819,30,0,384,0,月イベント強襲・3月後半
24045,1,100,150,200,300,0,2,3,12124,30,0,2046,0,バレンタイン強襲 !（改修版）
24046,1,100,150,200,300,0,2,3,9816,30,0,240,0,月イベント強襲・4月前半
24047,1,100,150,200,300,0,2,3,9817,30,0,384,0,月イベント強襲・4月後半
24048,1,100,150,200,300,0,2,3,12127,30,0,255,0,3月イベント・Season1　自分磨き
24049,1,100,150,200,300,0,2,3,12019,30,0,1020,0,月イベントオールスターズ スター大集合大感謝祭！
24050,1,100,150,200,300,0,2,3,9814,30,0,240,0,月イベント強襲・5月前半
24051,1,100,150,200,300,0,2,3,9815,30,0,384,0,月イベント強襲・5月後半
24052,1,100,150,200,300,0,2,3,12148,30,0,255,0,#01「悪霊の式場」
24053,1,100,150,200,300,0,2,0,12023,0,0,1023,0,決闘チャレンジ
24054,1,100,150,200,300,0,2,0,12024,0,0,1023,0,タッグ闘技チャレンジ
24055,1,100,150,200,300,0,0,0,4100,0,0,384,0,秘宝の眠る孤島
24056,1,100,150,200,300,0,2,3,12107,30,0,1016,0,ハロウィン百鬼夜行
24057,1,100,150,200,300,0,0,3,12111,30,0,255,0,第1部 10年の軌跡パレード
24058,1,100,150,200,300,0,2,3,12112,30,0,508,0,第二夜 聖夜のプレゼント配達
24059,1,100,150,200,300,0,2,3,12117,30,0,511,0,ことよろにゃ強襲！(ΦωΦ) 2023年ver
24060,1,100,150,200,300,0,2,3,12126,30,0,1023,0,ネコたちの逆襲２（仮）
24061,1,100,150,200,200,0,2,3,9914,30,0,3840,0,新強襲ステージ（仮）
25000,1,100,150,200,300,0,0,1,9000,0,0,64,0,アテイム古戦場
25001,1,100,150,200,300,0,0,1,9000,0,0,64,0,ビタミン渓谷
25002,1,100,150,200,300,0,0,1,9000,0,0,128,0,にゃんチケ★ハンター
25003,1,100,150,200,300,0,0,1,9000,0,0,64,0,精神と時間の小屋
25004,1,100,150,200,300,0,0,1,9000,0,0,128,0,精神と時間の洞窟
25005,1,100,150,200,300,0,0,1,9000,0,0,128,0,精神と時間の迷宮
25006,1,100,150,200,300,0,0,1,9000,0,0,128,0,ねこの目洞窟
25007,1,100,150,200,300,0,0,1,9000,0,0,128,0,ビタミン火山
25008,1,100,150,200,300,0,0,1,9000,0,0,128,0,にゃんチケ★ハンターG
25009,1,100,150,200,300,0,0,1,9000,0,0,128,0,紅き本能の起源
25010,1,100,150,200,300,0,0,1,9000,0,0,256,0,紅き本能の頂
25011,1,100,150,200,300,0,0,1,9000,0,0,256,0,紅き本能の秘境
25012,1,100,150,200,300,0,0,1,9000,0,0,128,0,浮ける本能の起源
25013,1,100,150,200,300,0,0,1,9000,0,0,256,0,浮ける本能の頂
25014,1,100,150,200,300,0,0,1,9000,0,0,256,0,浮ける本能の秘境
25015,1,100,150,200,300,0,0,1,9000,0,0,128,0,黒き本能の起源
25016,1,100,150,200,300,0,0,1,9000,0,0,256,0,黒き本能の頂
25017,1,100,150,200,300,0,0,1,9000,0,0,256,0,黒き本能の秘境
25018,1,100,150,200,300,0,0,1,9000,0,0,128,0,聖なる本能の起源
25019,1,100,150,200,300,0,0,1,9000,0,0,256,0,聖なる本能の頂
25020,1,100,150,200,300,0,0,1,9000,0,0,256,0,聖なる本能の秘境
25021,1,100,150,200,300,0,0,1,9000,0,0,128,0,蒼き本能の起源
25022,1,100,150,200,300,0,0,1,9000,0,0,256,0,蒼き本能の頂
25023,1,100,150,200,300,0,0,1,9000,0,0,256,0,蒼き本能の秘境
25024,1,100,150,200,300,0,0,1,9000,0,0,128,0,朽ちた本能の起源
25025,1,100,150,200,300,0,0,1,9000,0,0,256,0,朽ちた本能の頂
25026,1,100,150,200,300,0,0,1,9000,0,0,256,0,朽ちた本能の秘境
25027,1,100,150,200,300,0,0,1,9000,0,0,128,0,硬き本能の起源
25028,1,100,150,200,300,0,0,1,9000,0,0,256,0,硬き本能の頂
25029,1,100,150,200,300,0,0,1,9000,0,0,256,0,硬き本能の秘境
25030,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図１
25031,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図２
25032,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図３
25033,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（赤い敵）
25034,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の頂（赤い敵）
25035,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（赤い敵）
25036,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（浮いてる敵）
25037,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の頂（浮いてる敵）
25038,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（浮いてる敵）
25039,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（黒い敵）
25040,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の起源（黒い敵）
25041,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（黒い敵）
25042,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（天使）
25043,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の頂（天使）
25044,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（天使）
25045,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（ゾンビ）
25046,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の頂（ゾンビ）
25047,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（ゾンビ）
25048,1,100,150,200,300,0,0,1,9000,0,0,128,0,属性能力強化の起源（エイリアン）
25049,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の頂（エイリアン）
25050,1,100,150,200,300,0,0,1,9000,0,0,256,0,属性能力強化の秘境（エイリアン）
25051,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図１
25052,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図１
25053,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図１
25054,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図２
25055,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図２
25056,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図２
25057,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図３
25058,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図３
25059,1,100,150,200,300,0,0,1,9001,0,0,1,0,夏イベント・宝の地図３
25060,1,100,150,200,300,0,0,1,9001,0,0,128,0,狩人の地図１
25061,1,100,150,200,300,0,0,1,9001,0,0,256,0,狩人の地図２
25062,1,100,150,200,300,0,0,1,9001,0,0,512,0,狩人の地図３
25063,1,100,150,200,200,0,0,1,9000,0,0,256,0,悪しき本能の起源
25064,1,100,150,200,200,0,0,1,9000,0,0,256,0,悪しき本能の頂
25065,1,100,150,200,200,0,0,1,9000,0,0,512,0,悪しき本能の秘境
25066,1,100,150,200,300,0,0,1,9001,0,0,1024,0,狩人の地図４
27000,1,100,150,200,300,0,2,3,6308,30,0,2032,0,メシエ 強襲！
27001,1,100,150,200,300,0,2,3,7521,30,0,1023,0,U.F.O.軍団 強襲！
27002,1,100,150,200,300,0,2,3,7284,30,0,1022,0,悪魔軍 強襲 !
27003,1,100,150,200,300,0,2,3,7285,30,0,2032,0,天使軍 強襲 !
27004,1,100,150,200,300,0,2,3,6189,30,0,2032,0,メルク 強襲！
27005,1,100,150,200,300,0,2,3,7466,30,0,2046,0,初音ミク 強襲！
27006,1,100,150,200,300,0,2,3,7467,30,0,2046,0,初音ミク 強襲！（韓国版）
27007,1,100,150,200,300,0,2,3,6906,30,0,2032,0,使徒強襲
27008,1,100,150,200,300,0,2,3,7552,30,0,510,0,強襲！らんま１/２
27009,1,100,150,200,300,0,2,3,6575,30,0,508,0,ワルプルギスの夜
27010,1,100,150,200,300,0,2,3,7610,30,0,255,0,調教ステージ
27011,1,100,150,200,300,0,2,3,6454,30,0,2032,0,城とドラゴン 強襲！
27012,1,100,150,200,300,0,2,3,7552,30,0,2046,0,強襲！らんま１/２
27013,1,100,150,200,300,0,2,3,6273,30,0,4095,0,ハマンボ崎あゆみ 強襲！
27014,1,100,150,200,300,0,2,3,6817,30,0,2032,0,サーヴァント強襲（仮）
31000,1,100,150,200,300,0,3,1,9600,0,0,496,0,ガープラ密林
31001,1,100,150,200,300,0,3,1,9601,0,0,992,0,アシビニ砂漠
31002,1,100,150,200,300,0,3,1,9602,0,0,1920,0,ジャンフォレ火山
34000,1,100,150,200,300,0,0,0,0,0,0,1024,0,ゼロフィールド
34001,1,100,150,200,300,0,0,0,0,0,0,1024,0,時空の最果て
34002,1,100,150,200,300,0,0,0,0,0,0,1024,0,バリチッチ盆地
34003,1,100,150,200,300,0,0,0,0,0,0,1024,0,新ステージ
