＠,＠,＠,＠,＠,＠,＠,			//ネコ
第３形態への進化で,味方の効果を封じる古代の呪いを無効化し,古代種にめっぽう強くなる！,＠,第３形態への進化で,味方の効果を封じる古代の呪いを無効化し,古代種にめっぽう強くなる！,			//ヘラクライスト
第３形態への進化で,体力と射程が上昇！,＠,＠,第３形態への進化で,体力と射程が上昇！,＠,			//ネロ魔身
＠,＠,＠,＠,＠,＠,＠,			//ヤマト王子
＠,＠,＠,＠,＠,＠,＠,			//十字架天使
＠,＠,＠,＠,＠,＠,＠,			//ネコ若神子
＠,＠,＠,＠,＠,＠,＠,			//ネコデビル
＠,＠,＠,＠,＠,＠,＠,			//ネコの助
＠,＠,＠,＠,＠,＠,＠,			//幻の精霊ルミナ
第３形態への進化で体力が上昇！,さらに超獣特効も取得！,＠,＠,第３形態への進化で体力が上昇！,さらに超獣特効も取得！,＠,			//グミネコ
＠,＠,＠,＠,＠,＠,＠,			//ねこ娘
＠,＠,＠,＠,＠,＠,＠,			//超越科学者ヘヴン博士
第３形態への進化で,必ず浮いてる敵の動きを遅くし、,攻撃力を下げる能力を取得！,＠,第３形態への進化で,必ず浮いてる敵の動きを遅くし、,攻撃力を下げる能力を取得！,			//幸せを願った少年ソウマ
＠,＠,＠,＠,＠,＠,＠,			//カノとソウマ
＠,＠,＠,＠,＠,＠,＠,			//黒ちびネコヴァルキリー
＠,＠,＠,＠,＠,＠,＠,			//カレット
＠,＠,＠,＠,＠,＠,＠,			//ひな
＠,＠,＠,＠,＠,＠,＠,			//エヴァ８号機
第３形態への進化で,体力、移動速度、攻撃速度が上昇！,さらに敵の動きを遅くする効果を無効化！,＠,第３形態への進化で,体力、移動速度、攻撃速度が上昇！,さらに敵の動きを遅くする効果を無効化！,			//空中艦艇ネコヴンダー
＠,＠,＠,＠,＠,＠,＠,			//ちびミサト
＠,＠,＠,＠,＠,＠,＠,			//ちびリツコ
＠,＠,＠,＠,＠,＠,＠,			//ちびアヤナミレイ(仮称)
＠,＠,＠,＠,＠,＠,＠,			//492
＠,＠,＠,＠,＠,＠,＠,			//創造神ガイア
＠,＠,＠,＠,＠,＠,＠,			//潮風のセーラーカッパー
第３形態への進化で体力が上昇！,さらに移動速度が上昇！,＠,＠,第３形態への進化で体力が上昇！,さらに移動速度が上昇！,＠,			//ネコ闘牛士
第３形態への進化で体力が大幅上昇！,さらに渾身の一撃が発生しやすくなる！,＠,＠,第３形態への進化で体力が大幅上昇！,さらに渾身の一撃が発生しやすくなる！,＠,			//成田甲斐
＠,＠,＠,＠,＠,＠,＠,			//497
＠,＠,＠,＠,＠,＠,＠,			//498
＠,＠,＠,＠,＠,＠,＠,			//499
＠,＠,＠,＠,＠,＠,＠,			//500
＠,＠,＠,＠,＠,＠,＠,			//ネコ兄弟S
第３形態への進化で体力が大幅上昇！,さらに波動が遠くまで届くようになる！,＠,＠,第３形態への進化で体力が大幅上昇！,さらに波動が遠くまで届くようになる！,＠,			//英雄令嬢メルシュ
＠,＠,＠,＠,＠,＠,＠,			//ネコ２Ｄ
＠,＠,＠,＠,＠,＠,＠,			//おやじネコ(店主)
第３形態への進化で体力が上昇！,さらに属性を持たない敵を必ず,ふっとばして動きを遅くするようになる！,＠,第３形態への進化で体力が上昇！,さらに属性を持たない敵を必ず,ふっとばして動きを遅くするようになる！,			//角龍グラディオス
第３形態への進化で波動攻撃を取得！,＠,＠,＠,第３形態への進化で波動攻撃を取得！,＠,＠,			//アイウォルツ
＠,＠,＠,＠,＠,＠,＠,			//スーパーにゃん
＠,＠,＠,＠,＠,＠,＠,			//ネコリュウ
＠,＠,＠,＠,＠,＠,＠,			//ネコ春麗
＠,＠,＠,＠,＠,＠,＠,			//豪鬼
第３形態への進化で渾身の一撃が,発生しやすくなり、体力低下で,攻撃力が上昇する能力を取得！,＠,第３形態への進化で渾身の一撃が,発生しやすくなり、体力低下で,攻撃力が上昇する能力を取得！,			//リュウ
＠,＠,＠,＠,＠,＠,＠,			//春麗
＠,＠,＠,＠,＠,＠,＠,			//ガイル
＠,＠,＠,＠,＠,＠,＠,			//ザンギエフ
＠,＠,＠,＠,＠,＠,＠,			//ブランカ
＠,＠,＠,＠,＠,＠,＠,			//ダルシム
＠,＠,＠,＠,＠,＠,＠,			//ケン
＠,＠,＠,＠,＠,＠,＠,			//ゴウキリン
第３形態への進化で体力と攻撃力が上昇！,さらに攻撃力が上昇しやすくなり、,毒撃と烈波のダメージも無効化！,＠,第３形態への進化で体力と攻撃力が上昇！,さらに攻撃力が上昇しやすくなり、,毒撃と烈波のダメージも無効化！,			//ラスヴォース
＠,＠,＠,＠,＠,＠,＠,			//ネコ七福神
＠,＠,＠,＠,＠,＠,＠,			//ネコメデューサ
第３形態への進化で体力が上昇！,さらに悪魔をふっとばす能力を取得！,＠,＠,第３形態への進化で体力が上昇！,さらに悪魔をふっとばす能力を取得！,＠,			//泉のネコ女神
第３形態への進化で体力が上昇！,さらに動きを遅くする効果を無効化！,＠,＠,第３形態への進化で体力が上昇！,さらに動きを遅くする効果を無効化！,＠,			//ネコ武闘家
＠,＠,＠,＠,＠,＠,＠,			//ソラカラちゃん
第３形態への進化で体力と攻撃力が上昇！,さらに天使をたまに呪う能力を取得！,＠,＠,第３形態への進化で体力と攻撃力が上昇！,さらに天使をたまに呪う能力を取得！,＠,			//きんたろう
＠,＠,＠,＠,＠,＠,＠,			//冬天使のシシル＆コマリ
＠,＠,＠,＠,＠,＠,＠,			//ネコスライム
＠,＠,＠,＠,＠,＠,＠,			//ネコサック
＠,＠,＠,＠,＠,＠,＠,			//厄災の子キャスリィ
＠,＠,＠,＠,＠,＠,＠,			//エルメ
＠,＠,＠,＠,＠,＠,＠,			//ネコックマ
第３形態への進化で,体力と射程と攻撃力が上昇！,さらに超生命体・超獣特効を取得！,＠,第３形態への進化で,体力と射程と攻撃力が上昇！,さらに超生命体・超獣特効を取得！,			//フェンリルとウルス
第３形態への進化でエイリアンと,古代種しか攻撃できなくなるが、,味方の効果を封じる古代の呪いを無効化！,＠,第３形態への進化でエイリアンと,古代種しか攻撃できなくなるが、,味方の効果を封じる古代の呪いを無効化！,			//マッドシューター・サキ
第３形態への進化で,敵のふっとばす効果と,動きを遅くする効果を無効化！,＠,第３形態への進化で,敵のふっとばす効果と,動きを遅くする効果を無効化！,			//冥界神ハデス
＠,＠,＠,＠,＠,＠,＠,			//初音ミク
＠,＠,＠,＠,＠,＠,＠,			//桜ミク
＠,＠,＠,＠,＠,＠,＠,			//鏡音リン＆鏡音レン
＠,＠,＠,＠,＠,＠,＠,			//ネコミク
＠,＠,＠,＠,＠,＠,＠,			//ラガーにゃん
＠,＠,＠,＠,＠,＠,＠,			//日清コラボネコUFO
＠,＠,＠,＠,＠,＠,＠,			//うまい太い大きいネコ
＠,＠,＠,＠,＠,＠,＠,			//ねこせんせい
＠,＠,＠,＠,＠,＠,＠,			//黒キャスリィ
＠,＠,＠,＠,＠,＠,＠,			//京坂七穂
＠,＠,＠,＠,＠,＠,＠,			//新ドロップキャラ
第三進化で体力が上昇！,さらに呪う時間が長くなり、,烈波のダメージも無効化！,＠,第三進化で体力が上昇！,さらに呪う時間が長くなり、,烈波のダメージも無効化！,			//オイルガ
＠,＠,＠,＠,＠,＠,＠,			//547
＠,＠,＠,＠,＠,＠,＠,			//548
＠,＠,＠,＠,＠,＠,＠,			//549
＠,＠,＠,＠,＠,＠,＠,			//550
＠,＠,＠,＠,＠,＠,＠,			//551
＠,＠,＠,＠,＠,＠,＠,			//552
＠,＠,＠,＠,＠,＠,＠,			//新ドロップキャラ
＠,＠,＠,＠,＠,＠,＠,			//孫悟飯（仮）
＠,＠,＠,＠,＠,＠,＠,			//シャーマンカーン
第３形態への進化で大きく性能が変化！,天使に超ダメージを与える能力を取得し、,妨害耐性が「ふっとばし」に変化！,＠,第３形態への進化で大きく性能が変化！,天使に超ダメージを与える能力を取得し、,妨害耐性が「ふっとばし」に変化！,			//アリババ神帝
＠,＠,＠,＠,＠,＠,＠,			//天使男ジャック
＠,＠,＠,＠,＠,＠,＠,			//558
第３形態への進化で体力が上昇！,さらに敵の攻撃力をダウンさせやすくなり、,動きを止める無効とワープ無効能力を取得！,＠,第３形態への進化で体力が上昇！,さらに敵の攻撃力をダウンさせやすくなり、,動きを止める無効とワープ無効能力を取得！,			//地獄警官エマ
＠,＠,＠,＠,＠,＠,＠,			//巡音ルカ
＠,＠,＠,＠,＠,＠,＠,			//MEIKO＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコルカ
第３形態への進化で,浮いてる敵と天使しか攻撃できないが、,めっぽう強くなる！,＠,第３形態への進化で,浮いてる敵と天使しか攻撃できないが、,めっぽう強くなる！,			//夏ガチャ・サキ
第３形態への進化で,烈波が長く出るようになる！,＠,＠,第３形態への進化で,烈波が長く出るようになる！,＠,			//夏ガチャ・ネコルガ
第３形態への進化で,体力と移動速度が上昇！,＠,＠,第３形態への進化で,体力と移動速度が上昇！,＠,			//夏ガチャ・限定激レア１
第３形態への進化で超獣特効を取得！,＠,＠,＠,第３形態への進化で超獣特効を取得！,＠,＠,			//夏ガチャ・限定激レア２
第３形態への進化で,たまに渾身の一撃を放つ能力を取得！,＠,＠,第３形態への進化で,たまに渾身の一撃を放つ能力を取得！,＠,			//チビクロプス
第３形態への進化で体力が上昇！,さらに古代種に極ダメージを与え,超賢者特効を取得！,＠,＠,＠,＠,			//イディ:N
第３形態への進化で,体力と攻撃力が上昇！,さらに波動が遠くまで届くようになる！,＠,第３形態への進化で,体力と攻撃力が上昇！,さらに波動が遠くまで届くようになる！,			//石の精霊ゴロー
第３形態への進化で,ゾンビとエイリアンを必ずふっとばして,遅くするようになる！,＠,第３形態への進化で,ゾンビとエイリアンを必ずふっとばして,遅くするようになる！,			//ハロウィンバルス
＠,＠,＠,＠,＠,＠,＠,			//エドモンド本田
＠,＠,＠,＠,＠,＠,＠,			//バイソン
＠,＠,＠,＠,＠,＠,＠,			//バルログ
＠,＠,＠,＠,＠,＠,＠,			//サガット
＠,＠,＠,＠,＠,＠,＠,			//ベガ
＠,＠,＠,＠,＠,＠,＠,			//ネコエドモンド本田
＠,＠,＠,＠,＠,＠,＠,			//ネコバイソン
＠,＠,＠,＠,＠,＠,＠,			//ネコバルログ
＠,＠,＠,＠,＠,＠,＠,			//ネコサガット
＠,＠,＠,＠,＠,＠,＠,			//ネコベガ
＠,＠,＠,＠,＠,＠,＠,			//新キャラクター
＠,＠,＠,＠,＠,＠,＠,			//マジカルミライミク　夏
＠,＠,＠,＠,＠,＠,＠,			//マジカルミライミク　冬
第３形態への進化で,悪魔に打たれ強くなり、,攻撃力が上昇しやすくなる！,＠,第３形態への進化で,悪魔に打たれ強くなり、,攻撃力が上昇しやすくなる！,			//前田慶次クリスマスver
＠,＠,＠,＠,＠,＠,＠,			//超ネコ５体目
＠,＠,＠,＠,＠,＠,＠,			//ネコ王子
＠,＠,＠,＠,＠,＠,＠,			//アフロディーテバレンタインver
＠,＠,＠,＠,＠,＠,＠,			//メルシュバレンタインver
第３形態への進化で体力が上昇！,さらに、たまに悪魔シールドを貫く,能力を取得！,＠,第３形態への進化で体力が上昇！,さらに、たまに悪魔シールドを貫く,能力を取得！,			//ねねこバレンタインver
＠,＠,＠,＠,＠,＠,＠,			//初音ミク 雪ミク2021
＠,＠,＠,＠,＠,＠,＠,			//KAITO＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコリン
＠,＠,＠,＠,＠,＠,＠,			//ネコレン
第３形態への進化でたまにゾンビの,攻撃を無効化する能力を取得！,さらに必ず生き残るようになる！,＠,第３形態への進化でたまにゾンビの,攻撃を無効化する能力を取得！,さらに必ず生き残るようになる！,			//空中商会コロンブス
第３形態への進化でたまに悪魔の,動きを遅くし、ふっとばす能力を取得！,＠,＠,第３形態への進化でたまに悪魔の,動きを遅くし、ふっとばす能力を取得！,＠,			//イースターかむくら
＠,＠,＠,＠,＠,＠,＠,			//早乙女乱馬
＠,＠,＠,＠,＠,＠,＠,			//天道あかね
＠,＠,＠,＠,＠,＠,＠,			//響良牙
＠,＠,＠,＠,＠,＠,＠,			//シャンプ―
＠,＠,＠,＠,＠,＠,＠,			//ムース
＠,＠,＠,＠,＠,＠,＠,			//ちび八宝斎
＠,＠,＠,＠,＠,＠,＠,			//ちび久遠寺右京
＠,＠,＠,＠,＠,＠,＠,			//ちび久能
＠,＠,＠,＠,＠,＠,＠,			//ネコ乱馬
＠,＠,＠,＠,＠,＠,＠,			//ネコあかね
＠,＠,＠,＠,＠,＠,＠,			//ネコパンダ
第３形態への進化で,烈波が長く出るようになる！,さらに超獣特効も取得！,＠,第３形態への進化で,烈波が長く出るようになる！,さらに超獣特効も取得！,			//冒険者カンナ
＠,＠,＠,＠,＠,＠,＠,			//ネコウェハース
＠,＠,＠,＠,＠,＠,＠,			//黒ガルディアン
第３形態への進化で体力が上昇！,さらに毒撃ダメージを無効化！,＠,＠,第３形態への進化で体力が上昇！,さらに毒撃ダメージを無効化！,＠,			//金ののべネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコゴジラ
＠,＠,＠,＠,＠,＠,＠,			//ネコ王女
第３形態への進化で移動速度が上昇！,さらに古代種をふっとばすようになり、,超生命体・超獣特効も取得！,＠,第３形態への進化で移動速度が上昇！,さらに古代種をふっとばすようになり、,超生命体・超獣特効も取得！,			//新ドロップキャラ
第３形態への進化で,悪魔の動きを必ず遅くするようになり、,たまに悪魔シールドを貫く能力を取得！,＠,第３形態への進化で,悪魔の動きを必ず遅くするようになり、,たまに悪魔シールドを貫く能力を取得！,			//夏かぐやひめ
＠,＠,＠,＠,＠,＠,＠,			//カブトネコ
＠,＠,＠,＠,＠,＠,＠,			//クワガタネコ
第３形態への進化で体力が上昇！,さらにシールドを貫く確率が上昇し,必ずふっとばす能力を取得！,＠,第３形態への進化で体力が上昇！,さらにシールドを貫く確率が上昇し,必ずふっとばす能力を取得！,			//召喚少年サトル
第３形態への進化で,体力と攻撃速度が上昇！,＠,＠,第３形態への進化で,体力と攻撃速度が上昇！,＠,			//天草四郎
第３形態への進化で体力が上昇！,さらに烈波攻撃を取得！,＠,＠,第３形態への進化で体力が上昇！,さらに烈波攻撃を取得！,＠,			//妖賢女リリン
第３形態への進化で体力と攻撃力と,射程が上昇！さらに赤い敵と悪魔を,必ずふっとばすようになる！,＠,第３形態への進化で体力と攻撃力と,射程が上昇！さらに赤い敵と悪魔を,必ずふっとばすようになる！,			//邪龍ヘヴィジャーク
＠,＠,＠,＠,＠,＠,＠,			//悪魔研究家
＠,＠,＠,＠,＠,＠,＠,			//ジャガンドーJr
＠,＠,＠,＠,＠,＠,＠,			//ネコハーメルン
＠,＠,＠,＠,＠,＠,＠,			//熱血硬派くにおくん
第３形態への進化で体力と攻撃速度が,上昇し、烈波ダメージを無効化！,さらに必ず小烈波を放つようになる！,＠,第３形態への進化で体力と攻撃速度が,上昇し、烈波ダメージを無効化！,さらに必ず小烈波を放つようになる！,			//オコルガ
＠,＠,＠,＠,＠,＠,＠,			//ネコキリンモドキ
＠,＠,＠,＠,＠,＠,＠,			//ネコノトリッキー
＠,＠,＠,＠,＠,＠,＠,			//ネコノドラゴーン
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコ書道
第３形態への進化で体力が大幅上昇！,さらに波動を打ち消し、,波動ダメージも無効化する能力を取得！,＠,第３形態への進化で体力が大幅上昇！,さらに波動を打ち消し、,波動ダメージも無効化する能力を取得！,			//闇の精霊ヤミィ
第３形態への進化で攻撃力が上昇！,さらに敵の動きを止める効果を無効化！,＠,＠,第３形態への進化で攻撃力が上昇！,さらに敵の動きを止める効果を無効化！,＠,			//超竜戦機デス・トロイ
第３形態への進化で体力と攻撃力が上昇！,さらに必ず小波動を放つようになる！,＠,＠,第３形態への進化で体力と攻撃力が上昇！,さらに必ず小波動を放つようになる！,＠,			//舌切りすずめ
第３形態への進化で悪魔に超ダメージを,与え、敵の動きを止める効果を無効化！,たまに悪魔シールドを貫くようになる！,＠,第３形態への進化で悪魔に超ダメージを,与え、敵の動きを止める効果を無効化！,たまに悪魔シールドを貫くようになる！,			//白騎士キュクロプス
＠,＠,＠,＠,＠,＠,＠,			//100万ドルのネコ
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしタンクネコ
＠,＠,＠,＠,＠,＠,＠,			//シャオチョン＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//ナナ＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//エミリア＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//ジェアー＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//踊り子イズ
第３形態への進化で体力が上昇！,さらに必ず烈波を放つようになる！,＠,＠,第３形態への進化で体力が上昇！,さらに必ず烈波を放つようになる！,＠,			//堕天神ルシファー
＠,＠,＠,＠,＠,＠,＠,			//ネコ超人
第３形態への進化で,たまに古代種の動きを止めるようになり、,味方の効果を封じる古代の呪いを無効化！,＠,第３形態への進化で,たまに古代種の動きを止めるようになり、,味方の効果を封じる古代の呪いを無効化！,			//白い恋人メカ子
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしバトルネコ
＠,＠,＠,＠,＠,＠,＠,			//爆竹にゃんこ
第３形態への進化で,赤い敵とエイリアンにめっぽう強くなる！,＠,＠,第３形態への進化で,赤い敵とエイリアンにめっぽう強くなる！,＠,			//狩猟娘テルン
＠,＠,＠,＠,＠,＠,＠,			//恋番長・鬼にゃんま
第３形態への進化で体力と攻撃力が上昇！,さらに動きを止める時間が長くなる！,＠,＠,第３形態への進化で体力と攻撃力が上昇！,さらに動きを止める時間が長くなる！,＠,			//服部半蔵
＠,＠,＠,＠,＠,＠,＠,			//幼馴染にゃん子
＠,＠,＠,＠,＠,＠,＠,			//おてんばネコライオン
＠,＠,＠,＠,＠,＠,＠,			//ネコクバンケシ
第３形態への進化で体力が上昇！,さらに古代種への妨害効果が強化され、,超生命体・超獣特効も取得！,＠,第３形態への進化で体力が上昇！,さらに古代種への妨害効果が強化され、,超生命体・超獣特効も取得！,			//古獣ナーラ
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしキモネコ
第３形態への進化で体力と攻撃力が上昇！,さらに遅くする時間が長くなり、,毒撃ダメージを無効化！,＠,第３形態への進化で体力と攻撃力が上昇！,さらに遅くする時間が長くなり、,毒撃ダメージを無効化！,			//氷の精霊フリズ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N001
＠,＠,＠,＠,＠,＠,＠,			//黒イズ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N101
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N102
第３形態への進化で体力が上昇！,さらに移動速度が上昇し、,渾身の一撃が発生しやすくなる！,＠,第３形態への進化で体力が上昇！,さらに移動速度が上昇し、,渾身の一撃が発生しやすくなる！,			//海龍ダライアサン
＠,＠,＠,＠,＠,＠,＠,			//ブライダルクロノス
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしウシネコ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N103
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N104
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N201
＠,＠,＠,＠,＠,＠,＠,			//妖賢女リリン　夏ver
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしネコノトリ
第３形態への進化で体力が上昇！,さらに敵をふっとばす確率が上がり、,攻撃力が上昇しやすくなる！,＠,第３形態への進化で体力が上昇！,さらに敵をふっとばす確率が上がり、,攻撃力が上昇しやすくなる！,			//ネコ天狗
第３形態への進化で真の姿を現す！,さらに烈波のダメージも無効化！,＠,＠,第３形態への進化で真の姿を現す！,さらに烈波のダメージも無効化！,＠,			//古びたタマゴ:N003
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N202
＠,＠,＠,＠,＠,＠,＠,			//早乙女らんま（新衣装）
＠,＠,＠,＠,＠,＠,＠,			//早乙女玄馬（パンダ）
＠,＠,＠,＠,＠,＠,＠,			//ネコチーター
第３形態への進化で攻撃力が上昇！,さらに黒い敵とゾンビに,打たれ強い能力を取得！,＠,第３形態への進化で攻撃力が上昇！,さらに黒い敵とゾンビに,打たれ強い能力を取得！,＠,			//周遊芸団カルーセルズ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N105
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N106
＠,＠,＠,＠,＠,＠,＠,			//三雲修＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//空閑遊真＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//雨取千佳＆ネコ
＠,＠,＠,＠,＠,＠,＠,			//さくら
＠,＠,＠,＠,＠,＠,＠,			//ルーク
第３形態への進化で体力と攻撃力が上昇！,さらにゾンビキラーの能力を取得！,＠,＠,第３形態への進化で体力と攻撃力が上昇！,さらにゾンビキラーの能力を取得！,＠,			//女神ベガ
第３形態への進化で攻撃力が上昇！,さらに移動速度も上昇して,必ず生き残るようになる！,＠,第３形態への進化で攻撃力が上昇！,さらに移動速度も上昇して,必ず生き残るようになる！,			//伯爵・真田幸村
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしネコフィッシュ
第３形態への進化で真の姿を現す！,さらに必ずバリアとシールドを破壊する,能力を取得！,＠,第３形態への進化で真の姿を現す！,さらに必ずバリアとシールドを破壊する,能力を取得！,			//古びたタマゴ:N004
＠,＠,＠,＠,＠,＠,＠,			//光の女神シリウス
＠,＠,＠,＠,＠,＠,＠,			//トナカイ娘テルン
＠,＠,＠,＠,＠,＠,＠,			//洗脳されしネコトカゲ
＠,＠,＠,＠,＠,＠,＠,			//石の上にも10年ネコ
＠,＠,＠,＠,＠,＠,＠,			//運命の子フォノ
第３形態への進化で真の姿を現す！,さらに超獣特効を取得し、,烈波のダメージも無効化！,＠,第３形態への進化で真の姿を現す！,さらに超獣特効を取得し、,烈波のダメージも無効化！,			//古びたタマゴ:N000
第３形態への進化で攻撃力が上昇！,さらに移動速度が上昇し、,敵の動きを止める効果を無効化！,第３形態への進化で攻撃力が上昇！,さらに移動速度が上昇し、,敵の動きを止める効果を無効化！,			//いっすん法師
＠,＠,＠,＠,＠,＠,＠,			//ホワイトデーヴィグラー
＠,＠,＠,＠,＠,＠,＠,			//洗脳されし巨神ネコ
＠,＠,＠,＠,＠,＠,＠,			//殺意のタンクネコ
＠,＠,＠,＠,＠,＠,＠,			//ネコ委員長
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N107
＠,＠,＠,＠,＠,＠,＠,			//サンダージャック
＠,＠,＠,＠,＠,＠,＠,			//決闘少年ラビットサトル
第３形態への進化で真の姿を現す！,さらに遠方範囲攻撃を取得し、,波動ダメージも無効化！,＠,第３形態への進化で真の姿を現す！,さらに遠方範囲攻撃を取得し、,波動ダメージも無効化！,			//古びたタマゴ:N005
＠,＠,＠,＠,＠,＠,＠,			//ちび仮面ライダー
＠,＠,＠,＠,＠,＠,＠,			//ちびゴジラ
＠,＠,＠,＠,＠,＠,＠,			//ちびエヴァンゲリオン
＠,＠,＠,＠,＠,＠,＠,			//ちびウルトラマン
＠,＠,＠,＠,＠,＠,＠,			//非命の王フォノウ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N108
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N109
＠,＠,＠,＠,＠,＠,＠,			//ネコジェット
＠,＠,＠,＠,＠,＠,＠,			//隻眼の少女アスカ
＠,＠,＠,＠,＠,＠,＠,			//エヴァ１３号機
＠,＠,＠,＠,＠,＠,＠,			//花嫁バララガ
＠,＠,＠,＠,＠,＠,＠,			//カオルガ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N203
＠,＠,＠,＠,＠,＠,＠,			//波打ち際の冒険家カンナ
＠,＠,＠,＠,＠,＠,＠,			//建築兵団スフィンクス
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N110
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N111
＠,＠,＠,＠,＠,＠,＠,			//ねこもろこし
＠,＠,＠,＠,＠,＠,＠,			//鉄の精霊カッチン
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N006
＠,＠,＠,＠,＠,＠,＠,			//花園高校番長りき
＠,＠,＠,＠,＠,＠,＠,			//初音ミク（16周年）
第３形態への進化で全体的にパワーアップ！,さらに波動が遠くまで届くようになり、,敵の動きを止める効果と毒撃を無効化！,＠,第３形態への進化で全体的にパワーアップ！,さらに波動が遠くまで届くようになり、,敵の動きを止める効果と毒撃を無効化！,			//光翼神イシス
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N111
＠,＠,＠,＠,＠,＠,＠,			//忍者娘トモエ
＠,＠,＠,＠,＠,＠,＠,			//ネコメダル王
＠,＠,＠,＠,＠,＠,＠,			//ソル・デ・ロカ
＠,＠,＠,＠,＠,＠,＠,			//論の賢者ソラクティス
＠,＠,＠,＠,＠,＠,＠,			//論の賢者ソラクティス召喚キャラ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//古びたタマゴ:N204
＠,＠,＠,＠,＠,＠,＠,			//暁のイザナギ
＠,＠,＠,＠,＠,＠,＠,			//暁のイザナギ召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//鉄籠のペガサ
＠,＠,＠,＠,＠,＠,＠,			//鉄籠のペガサ 召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//ネコ校長
＠,＠,＠,＠,＠,＠,＠,			//ネコアイスホワイトスター
＠,＠,＠,＠,＠,＠,＠,			//スプリングカリファ
＠,＠,＠,＠,＠,＠,＠,			//イザナミ（仮）
＠,＠,＠,＠,＠,＠,＠,			//イザナミ（仮）召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//741
＠,＠,＠,＠,＠,＠,＠,			//742
＠,＠,＠,＠,＠,＠,＠,			//743
＠,＠,＠,＠,＠,＠,＠,			//744
＠,＠,＠,＠,＠,＠,＠,			//745
